FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etablissement_nom,etab_adr,ouverture_jour,etablissement_categorie,terrain,inspection_tutelle,terrain_sport,ministere_tutelle,geometry
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bf1,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Odotou,EPP Odotou,Néant,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Oui,MEPSTA,POINT (1.5570657551904485 8.33254277681763)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bf0,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Gbedemedji,EPP Gbedemedji,BP 10,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Oui,MEPSTA,POINT (1.5542867969437193 8.21926035552126)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bef,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Modokoute,EPb Modokoute,BP 10,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.5512011444229254 8.247914816582677)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bee,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Aloko modokoute,EPP Aloko Modokoute,BP10,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Oui,MEPSTA,POINT (1.557755668443679 8.262193767803934)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bed,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Afogolo,EPP Afogolo,BP10,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Oui,MEPSTA,POINT (1.5565230536694261 8.203153216387067)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bec,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Odotou,JEP Odotou,Néant,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.5568922343311977 8.33281248920146)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5beb,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Onko,EPP Onko,Onko,"{Lundi,Mardi,Jeudi,Mercredi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.5427635632787178 8.137428969984375)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bea,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Ogou agrani,EPP Ogou Agrani,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Nsp,IEPP Est-Mono,Oui,MEPSTA,POINT (1.5138088047246985 8.118039725658106)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5be9,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Ogou allah,EPP Ogou Allah,Nsp,"{Mardi,Lundi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Nsp,IEPP Est-Mono,Oui,MEPSTA,POINT (1.4671646275985861 8.038225656679385)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5be8,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Badin cope,JEP Badin Ga,S/c BP 10,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.5315708762144793 8.158014636307735)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5be7,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Ofe-ganto,EPP Ofe-ganto,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Prive - Collectivite coutumiere,IEPP Est-Mono,Non,MEPSTA,POINT (1.5136834973521875 8.214607656229177)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5be6,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Ata-copé,EPP Aloko Modokoute Gb,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Prive - Collectivite coutumiere,IEPP Est-Mono,Non,MEPSTA,POINT (1.5125878827714803 8.287519332544726)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5be5,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Kokolo,CEG Kokolo Gbedemedji,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Anié,Non,MEPSTA,POINT (1.5569776312773813 8.207500346136188)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5be4,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Aloko-modokoute,EPP Aloko-modokoute,BP 10,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Anié,Non,MEPSTA,POINT (1.5586586354551852 8.262935623128575)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5be3,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Badin-cope,CEG Badin-cope,S/C BP 13 ELAVAGNON,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",College,Domaine public de l'Etat,IESG Anié,Oui,MEPSTA,POINT (1.5304200852568577 8.160905433455971)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5be2,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Fangodo,CEG Fangodo,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Nsp,IESG Anié,Non,MEPSTA,POINT (1.4882953055741794 8.1011147908418)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5be1,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Ogou agrani,CEG Ogou Agrani,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Nsp,IESG Anié,Non,MEPSTA,POINT (1.5113890023579863 8.12201871481835)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5be0,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Oligo,CEG Oligo,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Nsp,IESG Anié,Non,MEPSTA,POINT (1.4818198598847547 8.070587613949025)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bdf,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Badin cope,Lycée Badin,S/c BP 13 Elavagnon,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Anié,Non,MEPSTA,POINT (1.5309354851383923 8.160421441497462)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bde,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Djouka,EPP Djouka Ga,S/c BP 10,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Prive - Collectivite coutumiere,IEPP Est-Mono,Non,MEPSTA,POINT (1.4585671143964145 8.239635333577278)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bdd,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Madjatom,CEGIL Madjatom,S/c BP 10,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Anié,Non,MEPSTA,POINT (1.521497897583324 8.33713566455471)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bdc,Plateaux,Est-Mono,Est-Mono 2,Badin-Copé,Madjatom,JEP Madjatom Ga,S/c BP 10,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.5318727084507744 8.335231928073595)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bdb,Plateaux,Est-Mono,Est-Mono 2,Kamina,Ogou kinko,EPP Ogou Kinko Ga,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.4824034328284175 8.038140088435727)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bda,Plateaux,Est-Mono,Est-Mono 2,Kamina,Ogou kinko,JEP Ogou Kinko Ga,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.4826566409437318 8.03788936796053)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bd9,Plateaux,Est-Mono,Est-Mono 2,Kamina,Iforou,EPP Iforou,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.5203830416890072 8.048741170682664)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bd8,Plateaux,Est-Mono,Est-Mono 2,Kamina,Adjogba,EPC Adjogba,Néant,"{Lundi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.5837970848031198 8.225187741673738)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bd7,Plateaux,Est-Mono,Est-Mono 2,Kamina,Adjogba,EPP Bansa Kokolo,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.5792679644657093 8.228861058739183)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bd6,Plateaux,Est-Mono,Est-Mono 2,Kamina,Bassan,EPP Bassan,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.5941025408310394 8.195430994632348)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bd5,Plateaux,Est-Mono,Est-Mono 2,Kamina,Adjogba,JEP Bansa Kokolo,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.579961422842957 8.22839328743743)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bd4,Plateaux,Est-Mono,Est-Mono 2,Kamina,Bassan,JEP Bassan,Néant,"{Lundi,Mardi,Mercredi,Vendredi,Jeudi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.5939261617939018 8.19553910124414)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bd3,Plateaux,Est-Mono,Est-Mono 2,Kamina,Ogou ekpo,EPP Ogou Ekpo,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.4861592579509242 8.046290727251701)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bd2,Plateaux,Est-Mono,Est-Mono 2,Kamina,Adjogba,JEC Adjogba,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Est-Mono,Non,MEPSTA,POINT (1.5837138936274786 8.22524812098019)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bd1,Plateaux,Est-Mono,Est-Mono 2,Kamina,Ilam,EPP Kamina,BP 10,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Oui,MEPSTA,POINT (1.561359058903235 8.09825432953632)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bd0,Plateaux,Est-Mono,Est-Mono 2,Kamina,Konadabo,EPP Konadabo,BP 10,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Oui,MEPSTA,POINT (1.5617117300128653 8.177596473067458)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bcf,Plateaux,Est-Mono,Est-Mono 2,Kamina,Konadabo,JEP Konadabo,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Est-Mono,Oui,MEPSTA,POINT (1.5622844356362335 8.177698870614675)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bce,Plateaux,Est-Mono,Est-Mono 2,Kamina,Igboloudja,EPP Igboloudja,Igboloudja,"{Lundi,Mardi,Jeudi,Vendredi,Samedi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Oui,MEPSTA,POINT (1.5640114133639806 8.050614784809293)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bcd,Plateaux,Est-Mono,Est-Mono 2,Kamina,Igboloudja,JEP Igboloudja,IGBOLOUDJA,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Est-Mono,Oui,MEPSTA,POINT (1.564052424709657 8.050457168215713)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bcc,Plateaux,Est-Mono,Est-Mono 2,Kamina,Agbago,EPP Agbago,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Nsp,IEPP Est-Mono,Oui,MEPSTA,POINT (1.6209753239351996 8.105478145913558)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bcb,Plateaux,Est-Mono,Est-Mono 2,Kamina,Agnigbo,EPP Agnigbo,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Nsp,IEPP Est-Mono,Non,MEPSTA,POINT (1.5802085507794512 8.043301075562935)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bca,Plateaux,Est-Mono,Est-Mono 2,Kamina,Aganwo,EPP Aganwo,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Nsp,IEPP Est-Mono,Non,MEPSTA,POINT (1.6035816117071446 8.061894030040124)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bc9,Plateaux,Est-Mono,Est-Mono 2,Kamina,Datcha,EPP Datcha,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.5533550000000005 8.083226666666668)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bc8,Plateaux,Est-Mono,Est-Mono 2,Kamina,Kamina,CEG De Kamina,Kamina,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Anié,Oui,MEPSTA,POINT (1.5598134081090778 8.092262301215118)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bc7,Plateaux,Est-Mono,Est-Mono 2,Kamina,Igboloudja,CEG Igboloudja,IGBOLOUDJA,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Anié,Oui,MEPSTA,POINT (1.558320521085259 8.050276088499514)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bc6,Plateaux,Est-Mono,Est-Mono 2,Kamina,Ogou kinko,CEG Ogou Kinko,Néant,"{Mardi,Lundi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Anié,Non,MEPSTA,POINT (1.49153775425057 8.041591672259448)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bc5,Plateaux,Est-Mono,Est-Mono 2,Kamina,Adjogba,CEG Adjogba Bassan,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Anié,Non,MEPSTA,POINT (1.5720910116162377 8.20569178204512)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bc4,Plateaux,Est-Mono,Est-Mono 2,Kamina,Kamina,Lycée Kamina Lycée,Néant,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Lycée,Domaine public de l'Etat,IESG Anié,Non,MEPSTA,POINT (1.559818810713682 8.092205719133204)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bc3,Plateaux,Est-Mono,Est-Mono 3,Kpéssi,Afeyeye,JEP Afeyeye,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Est-Mono,Non,MEPSTA,POINT (1.3257627708340318 8.014664825669293)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bc2,Plateaux,Est-Mono,Est-Mono 3,Kpéssi,Atchokou,EPP Atchoukou,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Prive - Collectivite coutumiere,IEPP Est-Mono,Oui,MEPSTA,POINT (1.3076111141428486 8.040988816849413)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bc1,Plateaux,Est-Mono,Est-Mono 3,Kpéssi,Kpessi,JEP Kpessi,S/c BP 10,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.2706612159786246 8.070136933469021)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bc0,Plateaux,Est-Mono,Est-Mono 3,Kpéssi,Afevi,EPP Agomado Gb,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Prive - Collectivite coutumiere,IEPP Est-Mono,Non,MEPSTA,POINT (1.3538616666666665 8.038683333333328)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bbf,Plateaux,Est-Mono,Est-Mono 3,Kpéssi,Kokote,JEP Kokote Ga,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Est-Mono,Non,MEPSTA,POINT (1.2293209963474458 8.007727479651816)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bbe,Plateaux,Est-Mono,Est-Mono 3,Kpéssi,Akpakpati,EPP Akpakpati-apedome,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Prive - Collectivite coutumiere,IEPP Est-Mono,Oui,MEPSTA,POINT (1.2616555080763119 8.02509679109567)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bbd,Plateaux,Est-Mono,Est-Mono 3,Kpéssi,Kokote,EPP Kokote Ga,S/c BP 10,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Oui,MEPSTA,POINT (1.229388234852341 8.007824950137591)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bbc,Plateaux,Est-Mono,Est-Mono 3,Kpéssi,Kpessi,EPP Kpessi Gb,S/c BP 10,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Prive - Collectivite coutumiere,IEPP Est-Mono,Non,MEPSTA,POINT (1.2704174326666537 8.069421869597706)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bbb,Plateaux,Est-Mono,Est-Mono 3,Kpéssi,Bodje,EPP Kpessi Ga,S/C BP 10,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.2703321759026192 8.07034296060525)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bba,Plateaux,Est-Mono,Est-Mono 3,Kpéssi,Kpessi,Lycée Kpessi,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Anié,Oui,MEPSTA,POINT (1.2770644606628667 8.062286436054729)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bb9,Plateaux,Est-Mono,Est-Mono 3,Kpéssi,Afeyeye,EPP Afeyeye Ga,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Prive - Collectivite coutumiere,IEPP Est-Mono,Oui,MEPSTA,POINT (1.325972520734682 8.014579217274463)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bb8,Plateaux,Est-Mono,Est-Mono 3,Kpéssi,Nsp,EPP Kokote Gb,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Prive - Collectivite coutumiere,IEPP Est-Mono,Non,MEPSTA,POINT (1.2473076415361735 7.9936014403007905)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bb7,Plateaux,Est-Mono,Est-Mono 3,Kpéssi,Atokodje,EPP Afeyeye Gb,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,autre,IEPP Est-Mono,Non,MEPSTA,POINT (1.3391900000000005 8.01172)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bb6,Plateaux,Est-Mono,Est-Mono 3,Nyamassila,Dagolegname,EPP Dafolegname,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Prive - Collectivite coutumiere,IEPP Est-Mono,Oui,MEPSTA,POINT (1.1556399999999998 7.970044999999997)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bb5,Plateaux,Est-Mono,Est-Mono 3,Nyamassila,Kpota,JEP Nyamassila Kpota,Nsp,"{Lundi,Mardi,Jeudi,Mercredi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Est-Mono,Non,MEPSTA,POINT (1.1913121155921067 7.980782614084465)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bb4,Plateaux,Est-Mono,Est-Mono 3,Nyamassila,Nsp,JEP Nyamassila Gb,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Est-Mono,Non,MEPSTA,POINT (1.196103079686511 7.992149142373969)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bb3,Plateaux,Est-Mono,Est-Mono 3,Nyamassila,Aleka-cope,EPP Aleka-cope,BP 86,"{Lundi,Mercredi,Mardi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Oui,MEPSTA,POINT (1.1521958289019631 7.929978012345818)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bb2,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Wougome kpontavi,CS Saint Bruno College,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.0950136292271255 6.223108389813994)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bb1,Plateaux,Est-Mono,Est-Mono 3,Nyamassila,Allegbeti,EPP Nyamassila Gb,S/c BP 10,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Oui,MEPSTA,POINT (1.1965889204951965 7.992385810653296)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bb0,Plateaux,Est-Mono,Est-Mono 3,Nyamassila,Alemondji,JEP Alemondji,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.2070014659293866 7.957923346510305)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5baf,Plateaux,Est-Mono,Est-Mono 3,Nyamassila,Nyamassila kpota,EPP Nyamassila Kpota,S/c BP 10,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Oui,MEPSTA,POINT (1.191558253624445 7.980809304656019)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bae,Plateaux,Est-Mono,Est-Mono 3,Nyamassila,Doussougble,EPP Doussougble,S/c BP 10,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Oui,MEPSTA,POINT (1.2188070969842881 7.975224719033606)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bad,Plateaux,Est-Mono,Est-Mono 3,Nyamassila,Zongo,EPI Nyamassila,S/c BP 10,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Ecole primaire,autre,IEPP Est-Mono,Non,MEPSTA,POINT (1.1907804464348355 7.988755030508087)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bac,Plateaux,Est-Mono,Est-Mono 3,Nyamassila,Alemondji,EPP Alemondji,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Oui,MEPSTA,POINT (1.2073030547224068 7.958007013147615)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5bab,Plateaux,Est-Mono,Est-Mono 3,Nyamassila,Nyamassila,EPC Nyamassila,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Ecole primaire,Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.1895592862606943 7.991160970351456)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5baa,Plateaux,Est-Mono,Est-Mono 3,Nyamassila,Gaougble alfa cope,JEP Gaougble Alfa Cope,S/c BP 10,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.1910416666666679 7.938913333333326)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5ba9,Plateaux,Est-Mono,Est-Mono 3,Nyamassila,Nyamassila,JEC Nyamassila,S/c BP 10,"{Vendredi,Jeudi,Mercredi,Lundi,Mardi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.18939675110085 7.991071938863302)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5ba8,Plateaux,Est-Mono,Est-Mono 3,Nyamassila,Doussougble,JEP Doussougble,S/c BP 10,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.2183849915718508 7.975059280020744)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5ba7,Plateaux,Est-Mono,Est-Mono 3,Nyamassila,Nyamassila,Nyamassila,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Est-Mono,Non,MEPSTA,POINT (1.1927079023963454 7.986214173441695)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5ba6,Plateaux,Est-Mono,Est-Mono 3,Nyamassila,Allegbeti,CPL La Reference,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Anié,Non,MEPSTA,POINT (1.2024975408644043 7.990670449315701)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-5ba5,Plateaux,Est-Mono,Est-Mono 3,Nyamassila,Gaougble,CEG Gaougble,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - Collectivite coutumiere,IESG Anié,Oui,MEPSTA,POINT (1.197366244914168 7.934884975946042)
