FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etablissement_nom,etab_adr,ouverture_jour,etablissement_categorie,terrain,inspection_tutelle,terrain_sport,ministere_tutelle,geometry
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2577,Kara,Kéran,Kéran 2,Ossacré,Ossacre,CEG Ossacre,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (0.7226383655905636 10.069564817887331)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2576,Kara,Doufelgou,Doufelgou 1,Massédéna,Koumde,CEG Massedena,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Niamtougou,Non,MEPSTA,POINT (1.283261235261392 9.94822312751236)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2575,Kara,Doufelgou,Doufelgou 1,Koka,Yatini,CEG Niamtougou Ville 2,Nsp,"{Lundi,Mardi,Mercredi,Vendredi}",College,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (1.1194839496986602 9.777083198662838)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2574,Kara,Doufelgou,Doufelgou 3,Léon,Leon centre,CEG Leon,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (0.935357133097824 9.693784870318282)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2573,Kara,Doufelgou,Doufelgou 3,Alloum,Broukou,Lycée Broukou Collège,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (0.931263333333334 9.742805000000004)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2572,Kara,Doufelgou,Doufelgou 3,Alloum,Alloum,CEG Alloum,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (0.9832703065741835 9.730023745395501)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2571,Kara,Doufelgou,Doufelgou 3,Kadjalla,Agbassa,CEG Agbassa,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Nsp,IESG Niamtougou,Non,MEPSTA,POINT (0.908271666666667 9.78167666666666)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2570,Kara,Doufelgou,Doufelgou 3,Kadjalla,Outi,College Lycée Kadjalla,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (0.9818146150860242 9.812692776287859)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-256f,Kara,Kéran,Kéran 2,Ataloté,Atalote,Lycée Atalote College,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (0.9542300000000002 9.938388333333334)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-256e,Kara,Doufelgou,Doufelgou 2,Défalé,Teleota,Lycée Defale College,BP 85,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (1.0926750000000005 9.86849166666666)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-256d,Kara,Doufelgou,Doufelgou 2,Kpaha,Kpaha centre,CEG Kpaha,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (1.1184101788096767 9.875252380113974)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-256c,Kara,Kéran,Kéran 1,Kantè,Tchore,CEG Tchore,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine Prive de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (1.0225910192082202 9.856681977045332)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-256b,Kara,Kéran,Kéran 1,Kantè,Hourta,Lycée Kante College,Nsp,"{Lundi,Mardi,Mercredi,Jeudi}",College,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (1.05879051009461 9.954677531147977)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-256a,Kara,Kéran,Kéran 1,Kantè,Atetou,Lycée Kante-ville Ii College,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Nsp,IESG Niamtougou,Oui,MEPSTA,POINT (1.0481298732047226 9.9379691843802)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2569,Kara,Kéran,Kéran 1,Kantè,Anima,CEG Anima,S/C IEPP BP38,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Niamtougou,Non,MEPSTA,POINT (1.0241607204858973 9.922635833921673)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2568,Kara,Kéran,Kéran 1,Kantè,Agninkata,CEG Kande -ville I,Nsp,"{Mardi,Mercredi,Jeudi,Vendredi}",College,Nsp,IESG Niamtougou,Oui,MEPSTA,POINT (1.0380851219174574 9.965941992558792)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2567,Kara,Kéran,Kéran 1,Kantè,Kante-saar,CPL Elite De Kante,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Nsp,IESG Niamtougou,Non,MEPSTA,POINT (1.0471529161614581 9.944626717311381)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2566,Kara,Kéran,Kéran 1,Kantè,Deoute,Ecole Djabir Bin Abdoulah,Nsp,"{Samedi,Dimanche}",College,Nsp,IESG Niamtougou,Non,MEPSTA,POINT (1.0698869670255184 9.944430196138354)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2565,Kara,Kéran,Kéran 1,Pessidè,Pesside,CEG Pesside,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (0.9810174810789689 10.019755380959042)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2564,Kara,Kéran,Kéran 1,Akpontè,Santougou,CEG Akponte,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (0.9117797356128118 10.228304766835366)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2563,Kara,Kéran,Kéran 2,Hélota,Helota,CEG Helota,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Niamtougou,Oui,MEPSTA,POINT (0.7687151632526337 9.922264671897075)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2562,Kara,Kéran,Kéran 3,Koutougou,Koutougou,CEG Koutougou,BP 38 (sous couvert),"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Niamtougou,Non,MEPSTA,POINT (1.1979604358622695 10.054791422794525)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2561,Kara,Kozah,Kozah 1,Landa,Houloun,CEG Houloun,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kara,Non,MEPSTA,POINT (1.2373368697956908 9.686608309014696)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2560,Kara,Kozah,Kozah 1,Landa,Landa,Lycée Landa College,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.2701548711907589 9.669323836727953)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-255f,Kara,Kozah,Kozah 1,Soumdina,Soumdina-bas,CEG Soumdina-bas,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.2485264511788687 9.648218780391911)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-255e,Kara,Kozah,Kozah 1,Lassa,Lassa samala bas,CEG Lassa Soumdina,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.2446672756500063 9.620285007285224)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-255d,Kara,Kozah,Kozah 1,Lassa,Soumdina-haut,CEG Lycée Soumdina-haut,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.2124979321284421 9.662314435775949)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-255c,Kara,Kozah,Kozah 1,Commune De Kara,Elimde,CEG Lassa Elimde,S/C DRE BP128,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.2329918575600938 9.572161953501858)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-255b,Kara,Kozah,Kozah 1,Commune De Kara,Tchintchinda,CPL La Trinite,Néant,"{Lundi,Jeudi,Mercredi,Mardi,Vendredi}",College,Prive - individuel,IESG Kara,Non,MEPSTA,POINT (1.21236 9.545133333333334)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-255a,Kara,Kozah,Kozah 1,Commune De Kara,Belle vie,CPL Saint Esprit,93008131 belle vie,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Kara,Non,MEPSTA,POINT (1.2148435849046981 9.549618554776899)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2559,Kara,Kozah,Kozah 1,Commune De Kara,Tchintchinda,Lycée Tchintchinda College,COLLEGE LYCEE TCHINTCHINDA91575853,{Lundi},College,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.2181733333333338 9.545284999999998)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2558,Kara,Kozah,Kozah 1,Commune De Kara,Abouda,College CPL Excellence,93082999,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Kara,Non,MEPSTA,POINT (1.233791664435714 9.522833227988762)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2557,Kara,Kozah,Kozah 1,Commune De Kara,Ateda,CEG Ateda,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kara,Non,MEPSTA,POINT (1.208005960475999 9.499352365957614)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2556,Kara,Kozah,Kozah 1,Commune De Kara,Soudoulow,CS Prive Laic All School,70003131,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Kara,Non,MEPSTA,POINT (1.2162375288866756 9.524712901838539)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2555,Kara,Kozah,Kozah 1,Commune De Kara,Ewaou,CPL CS Les Leaders,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Kara,Non,MEPSTA,POINT (1.1936973430010356 9.543901970421913)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2554,Kara,Kozah,Kozah 1,Commune De Kara,Teloude,Lycée Kara 1 CEG,BP 06,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kara,Non,MEPSTA,POINT (1.1823272879434694 9.554214328886223)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2553,Kara,Kozah,Kozah 1,Commune De Kara,Cofac,College Protestant Kara College,BP 02,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Kara,Oui,MEPSTA,POINT (1.1927339239252197 9.550014007267707)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2552,Kara,Kozah,Kozah 1,Commune De Kara,Lama kolide,CEG Kolide,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.2012926453365143 9.586767364845393)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2551,Kara,Kozah,Kozah 1,Commune De Kara,Dongoyo,CPL St Patrick International Bilingual School College,BP 442,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Kara,Non,MEPSTA,POINT (1.1860390917249228 9.54621766182473)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2550,Kara,Kozah,Kozah 1,Commune De Kara,Adjamissi,Lycée Kara Sud College,BP81 KARA,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.1982560991593099 9.534185529451028)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-254f,Kara,Kozah,Kozah 1,Commune De Kara,Tomde,CEG Kara Tomde,Néant,"{Mardi,Lundi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.2061272619303682 9.556656424150045)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-254e,Kara,Kozah,Kozah 1,Commune De Kara,Lama kpedah,Lycée Lama Kpedah College,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Kara,Oui,MEPSTA,POINT (1.185008875319883 9.593895210904725)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-254d,Kara,Kozah,Kozah 1,Commune De Kara,Agnaram,CEG Agnaram,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.2070085169700764 9.534196416985592)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-254c,Kara,Kozah,Kozah 1,Commune De Kara,Tomde,College CS La Voie De L'universite,Néant,"{Lundi,Mardi,Jeudi,Mercredi,Vendredi}",College,Prive - individuel,IESG Kara,Non,MEPSTA,POINT (1.2078920373954418 9.55295397158296)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-254b,Kara,Kozah,Kozah 1,Commune De Kara,Tchaloude,College CS Sanite Therese De Tchaloude,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine Prive de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.1968548918354303 9.566278968120404)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-254a,Kara,Kozah,Kozah 1,Commune De Kara,Tchitchinida,College CS Charles De Gaulle,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Kara,Non,MEPSTA,POINT (1.2031550000000004 9.546143333333337)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2549,Kara,Kozah,Kozah 1,Commune De Kara,Kpenboua,CIs El Fridaos,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Kara,Non,MEPSTA,POINT (1.1885442089444311 9.549120992644875)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2548,Kara,Kozah,Kozah 1,Commune De Kara,Chaminade (weladé),College St Augustin Kara,S/c bp 446,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine Prive de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.1899751208663745 9.555315612954137)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2547,Kara,Kozah,Kozah 1,Commune De Kara,Ewoou,CEG Kara-ville,BP24,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kara,Non,MEPSTA,POINT (1.1916357296035263 9.543559051711977)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2546,Kara,Kozah,Kozah 1,Commune De Kara,Chaminade,CEG Ad Kara Chaminade New Day,Non,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",College,Prive - entreprise,IESG Kara,Oui,MEPSTA,POINT (1.1909699999999999 9.563374999999995)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2545,Kara,Kozah,Kozah 1,Commune De Kara,Welade,College Chaminade Kara College,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,autre,IESG Kara,Oui,MEPSTA,POINT (1.1912678057261936 9.555664445620277)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2544,Kara,Kozah,Kozah 1,Commune De Kara,Dongoyo,CSPL La Fraternite Kara-dongoyo College,Bp 422 KARA IEPP KOZAH CENTRE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Kara,Oui,MEPSTA,POINT (1.1767695110906036 9.546752643419188)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2543,Kara,Kozah,Kozah 1,Commune De Kara,Dongoyo,College Baptiste JErusalem,BP 315,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - entreprise,IESG Kara,Non,MEPSTA,POINT (1.1774286929491022 9.537769619399892)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2542,Kara,Kozah,Kozah 1,Commune De Kara,Tchaloude,CEG Tchaloude,Néant,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",College,Domaine public de l'Etat,IESG Kara,Non,MEPSTA,POINT (1.1991388251593897 9.564287334300204)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2541,Kara,Kozah,Kozah 1,Commune De Kara,Sinai,College Ad Sinai,BP 284 KARA,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - entreprise,IESG Kara,Non,MEPSTA,POINT (1.2043494689745629 9.568427534306037)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2540,Kara,Kozah,Kozah 1,Commune De Kara,Kpimboh,College Adele Kara College,BP 788 KARA,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - entreprise,IESG Kara,Oui,MEPSTA,POINT (1.188129942286793 9.553409462360635)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-253f,Kara,Kozah,Kozah 1,Commune De Kara,Dongoyo,CEG CPL Le Savoir,BP 688,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Kara,Oui,MEPSTA,POINT (1.1828272131939508 9.544801547765585)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-253e,Kara,Kozah,Kozah 1,Commune De Kara,Kpalouwai,College Don Bosco,"BP 188 -KARA, 93409690","{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,autre,IESG Kara,Oui,MEPSTA,POINT (1.1857545637757971 9.531088017242187)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-253d,Kara,Kozah,Kozah 1,Commune De Kara,Tomdé,CESPC La Gloire De Dieu,BP 265,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Kara,Non,MEPSTA,POINT (1.206480200499885 9.553076878902214)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-253c,Kara,Kozah,Kozah 1,Commune De Kara,Tomde,CPL CS Tomde,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Kara,Non,MEPSTA,POINT (1.2034721932009518 9.557068373309946)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-253b,Kara,Kozah,Kozah 1,Commune De Kara,Tomde,College CS Islamique El Nour,400BP632 RUE CHR KARA TOMDE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Kara,Oui,MEPSTA,POINT (1.2029361889103298 9.559008070533215)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-253a,Kara,Kozah,Kozah 1,Commune De Kara,Teloude,CEG Teloude,Nsp,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",College,Domaine public de l'Etat,IESG Kara,Non,MEPSTA,POINT (1.1801775643344876 9.557516614652624)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2539,Kara,Kozah,Kozah 1,Commune De Kara,Batascom,IMPP L'envol-kara,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kara,Non,MEPSTA,POINT (1.1902313470396388 9.544923448732852)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2538,Kara,Kozah,Kozah 1,Commune De Kara,Dongoyo,College CS Baptiste La Charite,S/C Inspection KOZAH CENTRE,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",College,Domaine Prive de l'Etat,IESG Kara,Non,MEPSTA,POINT (1.1793544669576863 9.547105032945716)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2537,Kara,Kozah,Kozah 1,Commune De Kara,Tchannade,CEG Tchannade,S/C BP 128 KARA,"{Lundi,Mercredi,Jeudi,Vendredi,Mardi}",College,Domaine public de l'Etat,IESG Kara,Non,MEPSTA,POINT (1.188795196730385 9.523131798079659)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2536,Kara,Kozah,Kozah 1,Commune De Kara,Tchannade,CSM John Wesley,464 kara,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Kara,Non,MEPSTA,POINT (1.1799796824602482 9.515045223143556)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2535,Kara,Kozah,Kozah 1,Commune De Kara,Tchannade,College CS La Providence,SOEUR DE LA PROVIDENCE BP 396 KARA,"{Lundi,Mardi,Jeudi,Vendredi}",College,autre,IESG Kara,Oui,MEPSTA,POINT (1.1823982224081315 9.527888804896241)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2534,Kara,Kozah,Kozah 1,Commune De Kara,Tchannade,CS De La Paix College,BP 141 KARA,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,autre,IESG Kara,Non,MEPSTA,POINT (1.1860866666666663 9.525504999999997)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2533,Kara,Kozah,Kozah 1,Commune De Kara,Dongoyo,Lycée Dongoyo CEG,Nsp,"{Jeudi,Vendredi,Mercredi,Mardi,Lundi}",College,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.163248756962768 9.539414856859562)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2532,Kara,Kozah,Kozah 1,Commune De Kara,Kainzi,CEG Landja,Nsp,"{Vendredi,Jeudi,Mercredi,Lundi,Mardi}",College,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.173605121452591 9.573189955208438)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2531,Kara,Kozah,Kozah 1,Commune De Kara,Dongoyo,CEG Kara Dongoyo,128 ( S/C ),"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.1674783333333327 9.544119999999992)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2530,Kara,Kozah,Kozah 2,Kouméa,Sonde,Lycée Koumea CEG,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.1773271563626722 9.71676611391113)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-252f,Kara,Kozah,Kozah 2,Kouméa,Kare,CEG Koumea 2,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.209891216459944 9.705155228725015)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-252e,Kara,Kozah,Kozah 2,Tcharè,Wiyamde,CEG Wiyamde,S/C Inspection IESG KARA,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",College,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.1799233579889032 9.656197900268216)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-252d,Kara,Kozah,Kozah 2,Pya,Hodo,CEG Pya Hodo,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Kara,Non,MEPSTA,POINT (1.1737667549868143 9.668374654715596)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-252c,Kara,Kozah,Kozah 2,Pya,Akei,CEG Pya Akei,BP 10,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",College,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.1403373794989848 9.653862581403951)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-252b,Kara,Kozah,Kozah 2,Pya,Kagnalade,CEG Pya Kagnalade,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",College,Prive - Collectivite coutumiere,IESG Kara,Oui,MEPSTA,POINT (1.1581969730476651 9.673500413384495)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-252a,Kara,Kozah,Kozah 2,Pya,Towda,CET Pya,BP 08,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",College,Domaine public de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.1581479785495408 9.669658333205703)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2529,Kara,Kozah,Kozah 2,Tchitchao,Kigbeleng,Collège Militaire Eyadéma,BP 13,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",College,Domaine Prive de l'Etat,IESG Kara,Oui,MEPSTA,POINT (1.1129733333333343 9.61918166666667)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2528,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Trokpossime,CS La Rusee College Gb,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Nsp,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.165743219925198 6.234493787032424)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2527,Kara,Kozah,Kozah 2,Tchitchao,Bou,Lycée Tchitchao CEG,BP 255,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - Collectivite coutumiere,IESG Kara,Oui,MEPSTA,POINT (1.1353642150855763 9.622149164935822)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2526,Kara,Kozah,Kozah 2,Sara-Kawa,Kawa,College Lycée Sarakawa,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - Collectivite coutumiere,IESG Kara,Oui,MEPSTA,POINT (0.9919164189634959 9.626312256270758)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2525,Kara,Kozah,Kozah 3,Awandjélo,Welou,CEG Welou Tchevenda,Nsp,"{Lundi,Mardi,Mercredi,Vendredi}",College,Domaine Prive de l'Etat,IESG Kara,Non,MEPSTA,POINT (1.1635559697955111 9.48472986524668)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-2524,Kara,Kozah,Kozah 2,Yadè,Yade sode,Lycée Yade Sode CEG,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - Collectivite coutumiere,IESG Kara,Oui,MEPSTA,POINT (1.1551231008142069 9.600762026478515)
