FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etablissement_nom,etab_adr,ouverture_jour,etablissement_categorie,terrain,inspection_tutelle,terrain_sport,ministere_tutelle,geometry
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f72,Maritime,Golfe,Golfe 2,Bè-Centre,Hedzranawoe,New Life International School,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2557741096684454 6.1924442376644775)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f71,Maritime,Golfe,Golfe 6,Baguida,Agodeka,CPL Tony Victor,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Nsp,IESG Golfe-Est,Non,MEPSTA,POINT (1.367408566894793 6.189611809545767)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f70,Maritime,Yoto,Yoto 1,Kini-Kondji,Kini kondji,Lycée Kini Kondji,LYCEE KINI KONDJI BP 51,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Vogan,Non,MEPSTA,POINT (1.540448622098447 6.603977036172403)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f6f,Maritime,Yoto,Yoto 2,Tchékpo,Dedekpoe dafo,Lycée Tchekpo Dedekpoe,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Vogan,Oui,MEPSTA,POINT (1.3601090654175467 6.526060365872292)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f6e,Maritime,Yoto,Yoto 2,Zafi,Zafi,Lycée De Zafi,BP52 AHEPE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Vogan,Oui,MEPSTA,POINT (1.3818338411053175 6.620715400609396)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f6d,Maritime,Yoto,Yoto 3,Gboto,Gboto vodoupe,Lycée Gboto-vodoupe,BP69 TABLIGBO,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Vogan,Oui,MEPSTA,POINT (1.5265006508886196 6.669173082290639)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f6c,Maritime,Yoto,Yoto 3,Tométy-Kondji,Apedome,Lycée Tomety Kondji,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,autre,IESG Vogan,Oui,MEPSTA,POINT (1.5509643263400417 6.773330027861007)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f6b,Maritime,Golfe,Golfe 1,Bè-Est,Tokoin Tame,Lycée ITEC Amou Fred,Nsp,Nsp,Lycée,Nsp,IESG Golfe-Est,Nsp,,POINT (1.2616173497001297 6.164701157334535)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f6a,Maritime,Zio,Zio 1,Abobo,Kleme 1,Institut Scolaire Les Archanges Lycée,08BP80832,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2912438462778342 6.266260912463314)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f69,Maritime,Zio,Zio 1,Abobo,Kleme 2,Complexe Scolaire Victoire Plus,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Oui,MEPSTA,POINT (1.294210515381408 6.256368423004139)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f68,Maritime,Zio,Zio 1,Abobo,Avedji,Lycée Abobo,91152644/98184069,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.3708779149443893 6.234099826400156)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f67,Maritime,Zio,Zio 1,Abobo,Abolave,ITP Carrefour Des Leaders,16BP 652,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.3065307567004996 6.242339331790749)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f66,Maritime,Zio,Zio 1,Abobo,Abolave,CS La Cle Du Savoir Lycée,BP4057,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Oui,MEPSTA,POINT (1.3070953741522782 6.242845252005379)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f65,Maritime,Zio,Zio 1,Djagblé,Cite a,LPE My Excellency,16BP 603,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2791299999999999 6.271769999999999)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f64,Maritime,Zio,Zio 1,Djagblé,Gbamakope,CS Evangelique Ekam JEsus Revient Lycée,16BP 205,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Oui,MEPSTA,POINT (1.270808062568222 6.267596014536679)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f63,Maritime,Zio,Zio 1,Djagblé,Amelibome,CS Sainte Olive Lycée,BP61542,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2533924843785935 6.2733331249649416)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f62,Maritime,Zio,Zio 1,Djagblé,Hlankope,Lycée Hlankope,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.2570758267430606 6.271270599824365)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f61,Maritime,Zio,Zio 1,Djagblé,Zovadji,CS Lumiere Et Son Lycée,06BP 61047,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2782356222328497 6.255684242309845)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f60,Maritime,Zio,Zio 1,Djagblé,Zovadji,Lycée De Djagble,90236636,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.2824593477363844 6.256244599447463)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f5f,Maritime,Zio,Zio 1,Djagblé,Akakope,CS Kekey Lycée Technique,BP 62275 tel 90380594,"{Lundi,Mardi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.279874496277027 6.250085586829039)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f5e,Maritime,Zio,Zio 1,Djagblé,Kpota,Lycée Institut Scolaire Le Souverain,BP 18,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2904868845245443 6.249657661155052)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f5d,Maritime,Zio,Zio 1,Djagblé,Akakope,CS Kekey Lycée General,BP62275,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2771628882232882 6.250534110574425)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f5c,Maritime,Zio,Zio 1,Djagblé,Kpota,Complexe Technique Evangelique Bon Berger,99482356,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,autre,IESG Tsevié,Non,MEPSTA,POINT (1.2830977933361127 6.250478964874817)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f5b,Maritime,Zio,Zio 1,Djagblé,Poukedji,CS La Perseverance Lycée,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2708524183261205 6.254246033132268)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f5a,Maritime,Zio,Zio 1,Djagblé,Zovadji,Complexe Scolaire Trone De Dieu Lycée,34 BP 24,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2814276433846072 6.258015354256677)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f59,Maritime,Zio,Zio 1,Djagblé,Agodome,Lycée CS Prince Emmanuel,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2953023534767296 6.242423925723049)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f58,Maritime,Zio,Zio 1,Djagblé,Deve,Cosetep Lycée,90095872,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2837532653814514 6.256651924089621)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f57,Maritime,Yoto,Yoto 3,Essé-Godjin,Esse ana,Lycil Esse Ana,S/C IEPP YOTO EST BP 04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - Collectivite coutumiere,IESG Vogan,Non,MEPSTA,POINT (1.563547187824703 6.7109105999881775)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f56,Maritime,Zio,Zio 1,Kpomé,Dzogblakope,Lycée Dzogblakope Lycée,Néant,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.299847747226099 6.292805498864014)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f55,Maritime,Zio,Zio 1,Kpomé,Zegle apeyeyeme,Lycée De Zegle Apeyeyeme,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.307749973113203 6.309433592674472)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f54,Maritime,Zio,Zio 1,Kpomé,Kpome apeyeyeme,Lycée Kpome Apeyeme Lycée,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.366224709232075 6.283356248280291)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f53,Maritime,Zio,Zio 1,Dalavé,Azouma kope,CS La Tolerance Lycée,BP 227,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2639188339389589 6.287320656763031)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f52,Maritime,Zio,Zio 1,Dalavé,Sewove,CS L'environnement,16 BP 442 Lome 16,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2709183430759257 6.286215348595593)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f51,Maritime,Zio,Zio 1,Dalavé,Dalave,Lycée Dalave,90963069,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.2308086286380668 6.392458541006906)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f50,Maritime,Zio,Zio 1,Gbatopé,Gbatope,Lycée Gbatope,BP 321 Tsevie,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.2720516516846325 6.454586875518876)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f4f,Maritime,Zio,Zio 2,Mission-Tové,Kpala,Lydil Kpala,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Tsevié,Non,MEPSTA,POINT (1.1070176748477387 6.28189012673544)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f4e,Maritime,Zio,Zio 2,Mission-Tové,Mission tove,CSPL La Gloire Lycée Technique,160bp243,"{Mardi,Mercredi,Lundi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.1157430433246074 6.329885986097837)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f4d,Maritime,Golfe,Golfe 6,Baguida,Adamavo,CST Tata Jojo,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Nsp,IESG Golfe-Est,Non,MEPSTA,POINT (1.3112383040077726 6.171186777759084)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f4c,Maritime,Zio,Zio 2,Mission-Tové,Avegnake,CPL Louis Pasteur Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Oui,MEPSTA,POINT (1.1255967526402932 6.29236888157908)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f4b,Maritime,Zio,Zio 1,Tsévié,Mivakpo,Lycée Tsevie Ii,BP 42 S/C InspectionINCTION,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Lycée,Domaine public de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.2001373851598138 6.427259446978077)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f4a,Maritime,Zio,Zio 1,Tsévié,Tsevié,Lycée Tsevie Deme,BP42 Tsevié,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.2140928096527486 6.408626890366167)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f49,Maritime,Golfe,Golfe 6,Baguida,Adamavo,LPL Lycée Technique Les Elites,Nsp,Nsp,Lycée,Nsp,IESG Golfe-Est,Nsp,,POINT (1.329821299501385 6.178676143586975)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f48,Maritime,Zio,Zio 1,Tsévié,Deve,Institut Scolaire Sofia,BP 34,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - entreprise,IESG Tsevié,Non,MEPSTA,POINT (1.2111478078625786 6.438717626966252)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f47,Maritime,Zio,Zio 1,Tsévié,Daviemodji,Lycée Isset,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Domaine Prive de l'Etat,IESG Tsevié,Non,MEPSTA,POINT (1.2075174793387777 6.409029777499966)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f46,Maritime,Zio,Zio 1,Tsévié,Apegnigbe,Lycée CSi Tsevie,S/C Inspection ZIO CENTRE,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Lycée,Domaine Prive de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.2223833647432671 6.41605908533644)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f45,Maritime,Zio,Zio 1,Tsévié,Vagba,Lycée De Tsevie 1,BP 53 TSEVIE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.2179384291412727 6.4309322199992)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f44,Maritime,Zio,Zio 1,Tsévié,Daviemodji,Lycée Technique Le Potentiel,IETFPM_RM,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Lycée,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2130654297074863 6.415299844270258)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f43,Maritime,Zio,Zio 1,Tsévié,Tsevié,Lycée CPL Sainte Fatima,BP46 Tsevié,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - entreprise,IESG Tsevié,Non,MEPSTA,POINT (1.2119608686882724 6.410920535381233)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f42,Maritime,Zio,Zio 1,Davié,Davie tekpo,College Saint Joseph De Davie Tekpo,Bp 63,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - entreprise,IESG Tsevié,Non,MEPSTA,POINT (1.1901012104432394 6.383831091123357)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f41,Maritime,Zio,Zio 1,Davié,Centre,Lycée Davie,BP 45,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.208769908175152 6.381619091394524)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f40,Maritime,Zio,Zio 1,Davié,Nsp,Complexe Scolaire Agbemegno Lycée,Non,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Oui,MEPSTA,POINT (1.2078697058816377 6.392334029699633)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f3f,Maritime,Zio,Zio 1,Davié,Davie,CS Eliklpim Lycée,BP 116,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.200166642829519 6.392194736034984)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f3e,Maritime,Lacs,Lacs 3,Agbodrafo,Dague,Institut Technique Esperance De Kpeme,Nsp,Nsp,Lycée,Nsp,IESG Aného,Nsp,,POINT (1.509256166598636 6.2213763964228805)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f3d,Maritime,Zio,Zio 2,Kovié,Sevexo,Lycée Sevexo Dzemeke,S/c BP 39,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Tsevié,Non,MEPSTA,POINT (1.0514197219562493 6.320071643163947)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f3c,Maritime,Zio,Zio 2,Kovié,Domessime,Lycée Mission Tove Kovie Lycée,BP 166,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.1150850787027178 6.3334592298496455)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f3b,Maritime,Zio,Zio 2,Wli,Wli centre,CS John Wesley Secondaire Cycle1 Cycle2,99757681,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.1671611074982273 6.409855471395727)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f3a,Maritime,Zio,Zio 2,Bolou,Alokoegbe,Lycée Alokoegbe,Non,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.0939598552101852 6.438667302877057)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f39,Maritime,Zio,Zio 3,Gamé-Sèva,Game seva,Lycée Game Seva Lycée,BP 14/S/C LYCEE AGBELOUVE,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Atakpamé,Oui,MEPSTA,POINT (1.1717975970846084 6.7376157385708835)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f38,Maritime,Zio,Zio 3,Agbélouvé,Agbelouve,Lycée Agbelouve Cycle 2,BP14 LOME,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.1666231209822977 6.68520672879989)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f37,Maritime,Zio,Zio 3,Agbélouvé,Assito,Complexe Prive Laïc Saint Esprit Agbelouve Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.1683337118185921 6.676046329443655)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f36,Maritime,Zio,Zio 3,Agbélouvé,Agbelouvegan,Institut Technique Et Professionnels Monseigneur Joseph Strebler,BP 21 Agbelouve,"{Mardi,Lundi,Mercredi,Jeudi,Vendredi}",Lycée,autre,IESG Tsevié,Non,MEPSTA,POINT (1.1639150947059924 6.678502584101362)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f35,Maritime,Zio,Zio 3,Agbélouvé,Zongo,Complexe Prive Laïc La Consolation Lycée,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Domaine Prive de l'Etat,IESG Tsevié,Non,MEPSTA,POINT (1.167690462193116 6.669008305826918)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f34,Maritime,Zio,Zio 3,Agbélouvé,Gadjepe,Complexe Scolaire La Sagesse Agbelouve Lycée,120 BP 12,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine Prive de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.167293314602515 6.672064082007288)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f33,Maritime,Zio,Zio 3,Agbélouvé,Kolo,Lycée Kolo Lycée,Néant,"{Mardi,Lundi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (0.8958061853025555 6.8175671578585115)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f32,Maritime,Zio,Zio 3,Agbélouvé,Wonougba,Lycée Wonougba,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Tsevié,Non,MEPSTA,POINT (0.9035689340419244 6.745829983556621)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f31,Plateaux,Anié,Anié 1,Anié,Anie,Lycée Des Etoiles D'Anie,Nsp,Nsp,Lycée,Nsp,IESG Anié,Nsp,,POINT (1.2000047306929476 7.761430156125664)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f30,Maritime,Zio,Zio 4,Gapé-Centre,Gape atchanve,Lycée CS St Martin Gape Atchanve,BP 42,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,autre,IESG Tsevié,Oui,MEPSTA,POINT (0.9904355028962732 6.577736768959946)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f2f,Maritime,Zio,Zio 4,Gapé-Centre,Gape centre,Lycée De Gape Centre,90171316,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Tsevié,Oui,MEPSTA,POINT (1.1090120734963747 6.59513267592238)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f2e,Maritime,Zio,Zio 4,Gapé-Centre,Adangbe kpeve,Lycée Prive Laique Generation D Espoir,Néant,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Prive - individuel,IESG Tsevié,Non,MEPSTA,POINT (1.2716131928604733 6.559859527871905)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f2d,Plateaux,Agou,Agou 1,Kati,Kati,Lycée De Kati Lycée,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Kpalimé,Oui,MEPSTA,POINT (0.8563144270090827 6.8908319219420955)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f2c,Plateaux,Agou,Agou 1,Agou-Tavié,Agou gadzefe,Lycée Agou,BP 15 AGOU GARE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Kpalimé,Oui,MEPSTA,POINT (0.7040533333333323 6.841570000000006)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f2b,Plateaux,Agou,Agou 1,Agou-Tavié,Agou kumawu,Lycée Sainte Marie Reine,Néant,"{Mardi,Lundi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine Prive de l'Etat,IESG Kpalimé,Oui,MEPSTA,POINT (0.7276174610063948 6.84275419164707)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f2a,Plateaux,Agou,Agou 1,Gadja,Avetonou,Lycée Avetonou Lycée,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Kpalimé,Oui,MEPSTA,POINT (0.7980290580061923 6.803374532163723)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f29,Centrale,Sotouboua,Sotouboua 2,Tittigbe,Tittigbe tchilada,Lycée Tittigbe Lycée,Nsp,Nsp,Lycée,Nsp,IESG Sotouboua,Nsp,,POINT (1.1043690598942015 8.611011451219206)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f28,Plateaux,Agou,Agou 2,Amoussou-Kopé,Amoussoukope,Lycée Amoussoukope,BP 14,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Kpalimé,Non,MEPSTA,POINT (0.8427584276683304 6.669666585701929)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f27,Kara,Binah,Binah 2,Sirka,Sirka,Centre Islamique de Sirka,Nsp,Nsp,Lycée,Nsp,IESG Kara,Nsp,,POINT (1.3319124872915435 9.551055692292282)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f26,Plateaux,Akébou,Akébou 1,Kougnohou,Kougnohou,Lycée De Kougnohou,BP04,"{Jeudi,Vendredi,Mercredi,Mardi,Lundi}",Lycée,Domaine public de l'Etat,IESG Badou,Non,MEPSTA,POINT (0.7935065680150746 7.649389339111842)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f25,Plateaux,Akébou,Akébou 2,Sérégbénè,Seregbene,Lycée Seregbene Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Badou,Oui,MEPSTA,POINT (0.735611372479576 7.8695629042904045)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f24,Plateaux,Akébou,Akébou 2,Kamina-Akébou,Kamina,Lycée Kamina Akebou Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Badou,Oui,MEPSTA,POINT (0.8448781320251041 7.9216326001841875)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f23,Plateaux,Haho,Haho 2,Djemegni,Kodonkpota,CS JEsus Est La Solution Lycée,21 BP 235 LOME 21,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Notsé,Oui,MEPSTA,POINT (1.303440252351621 6.9638065220297065)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-f22,Maritime,Golfe,Golfe 5,Aflao-Gakli,N/a,CLS Sigma Lycee,N/a,N/a,Lycée,N/a,IESG Golfe-Ouest,N/a,N/a,POINT (1.2063834208731221 6.185947357203977)
