riasec_R,riasec_I,riasec_A,riasec_S,riasec_E,riasec_C,notes_n2,notes_n1,notes_actuelle,tendance_notes,moyenne_generale,score_60_40,match_riasec,ecart_notes_seuil,nb_consultations,en_favori,score_similarite_recherche,domaine_declare_match_filiere,constance_ambition,nb_echanges_domaine,serie,filiere_choisie,niveau_actuel,region,ordre,sexe,annee_session,statut
1,1,0,1,0,0,8.13,11.69,10.41,-1,10.41,0.7242,0.645,0.041000000000000016,0,0,0.0,0.5,0.5,0,A,Lettres Modernes,BAC_1,Plateaux Est,public,M,2023,REORIENTE
1,1,0,1,0,0,6.61,7.76,7.05,-1,7.05,0.7190000000000001,0.596,-0.29500000000000004,0,0,0.0,0.5,0.5,0,D,Informatique,BAC_1,Maritime,public,M,2023,ADMIS
1,1,0,1,0,0,10.83,10.44,11.07,1,11.07,0.7749999999999999,0.487,0.10700000000000003,0,0,0.0,0.5,0.5,0,D,Gestion des Entreprises,BAC_1,Maritime,public,M,2023,ADMIS
1,1,0,1,0,0,8.44,9.3,10.1,1,10.1,0.5496000000000001,0.531,0.009999999999999964,0,0,0.0,0.5,0.5,0,D,Génie Électrique,BAC_1,Plateaux Ouest,privé,F,2024,REORIENTE
1,1,0,1,0,0,11.42,13.18,12.37,-1,12.37,0.7313999999999999,0.57,0.23699999999999993,0,0,0.0,0.5,0.5,0,A,Anglais,BAC_1,Savanes,privé,M,2024,REORIENTE
1,1,0,1,0,0,8.85,9.39,8.8,-1,8.8,0.7076,0.797,-0.11999999999999993,0,0,0.0,0.5,0.5,0,D,Génie Électrique,BAC_1,Plateaux Est,public,F,2023,REORIENTE
1,1,0,1,0,0,12.68,12.48,13.14,1,13.14,0.8184,0.561,0.31400000000000006,0,0,0.0,0.5,0.5,0,D,Biologie,BAC_1,Maritime,public,F,2023,REORIENTE
1,1,0,1,0,0,11.89,11.12,11.65,1,11.65,0.7627999999999999,0.62,0.16500000000000004,0,0,0.0,0.5,0.5,0,D,Histoire,BAC_1,Grand Lomé,privé,F,2023,ADMIS
1,1,0,1,0,0,9.66,11.97,11.0,-1,11.0,0.7668,0.465,0.1,0,0,0.0,0.5,0.5,0,D,Enseignement Primaire,BAC_1,Plateaux Ouest,privé,F,2023,REORIENTE
1,1,0,1,0,0,11.66,11.19,11.57,1,11.57,0.431,0.422,0.15700000000000003,0,0,0.0,0.5,0.5,0,D,Biologie,BAC_1,Savanes,privé,F,2024,REORIENTE
1,1,0,1,0,0,8.24,8.69,9.53,1,9.53,0.41900000000000004,0.362,-0.04700000000000006,0,0,0.0,0.5,0.5,0,A,Droit,BAC_1,Plateaux Est,public,M,2024,ADMIS
1,1,0,1,0,0,8.19,10.36,9.94,-1,9.94,0.612,0.696,-0.0060000000000000496,0,0,0.0,0.5,0.5,0,D,Informatique,BAC_1,Plateaux Est,public,F,2023,ADMIS
1,1,0,1,0,0,9.97,10.38,10.53,1,10.53,0.5234000000000001,0.509,0.052999999999999936,0,0,0.0,0.5,0.5,0,A,Lettres Modernes,BAC_1,Centrale,public,M,2024,REORIENTE
1,1,0,1,0,0,9.66,10.06,11.38,1,11.38,0.6588,0.567,0.13800000000000007,0,0,0.0,0.5,0.5,0,B,Économie,BAC_1,Centrale,privé,M,2023,ADMIS
1,1,0,1,0,0,8.37,8.73,8.95,1,8.95,0.539,0.434,-0.10500000000000007,0,0,0.0,0.5,0.5,0,D,Géographie,BAC_1,Kara,privé,F,2024,ADMIS
1,1,0,1,0,0,7.28,8.59,8.41,-1,8.41,0.6784,0.607,-0.15899999999999997,0,0,0.0,0.5,0.5,0,A,Droit,BAC_1,Grand Lomé,public,M,2023,ADMIS
1,1,0,1,0,0,10.33,9.93,11.65,1,11.65,0.32,0.521,0.16500000000000004,0,0,0.0,0.5,0.5,0,D,Géographie,BAC_1,Kara,public,F,2024,REORIENTE
1,1,0,1,0,0,12.56,12.58,13.21,1,13.21,0.3176,0.401,0.32100000000000006,0,0,0.0,0.5,0.5,0,D,Sciences Infirmières,BAC_1,Plateaux Est,public,M,2024,REORIENTE
1,1,0,1,0,0,9.98,8.51,10.52,1,10.52,0.7996000000000001,0.601,0.051999999999999956,0,0,0.0,0.5,0.5,0,G2,Gestion des Entreprises,BAC_1,Maritime,privé,M,2023,REORIENTE
1,1,0,1,0,0,9.59,9.99,9.32,-1,9.32,0.6544,0.49,-0.06799999999999998,0,0,0.0,0.5,0.5,0,D,Informatique,BAC_1,Centrale,public,F,2023,REORIENTE
1,1,0,1,0,0,10.82,12.14,12.38,1,12.38,0.7163999999999999,0.351,0.23800000000000007,0,0,0.0,0.5,0.5,0,A,Communication et Journalisme,BAC_1,Plateaux Est,public,F,2023,ADMIS
1,1,0,1,0,0,9.78,11.28,11.81,1,11.81,0.7293999999999999,0.484,0.18100000000000005,0,0,0.0,0.5,0.5,0,C,Génie Électrique,BAC_1,Maritime,public,F,2024,ADMIS
1,1,0,1,0,0,6.13,6.99,7.21,1,7.21,0.38739999999999997,0.334,-0.279,0,0,0.0,0.5,0.5,0,D,Psychologie,BAC_1,Grand Lomé,public,M,2024,REORIENTE
1,1,0,1,0,0,9.95,10.45,10.39,-1,10.39,0.3546,0.408,0.039000000000000055,0,0,0.0,0.5,0.5,0,D,Génie Informatique,BAC_1,Plateaux Est,public,F,2024,REORIENTE
1,1,0,1,0,0,9.83,9.49,10.14,1,10.14,0.6812,0.443,0.014000000000000058,0,0,0.0,0.5,0.5,0,D,Génie Informatique,BAC_1,Grand Lomé,public,M,2023,ADMIS
1,1,0,1,0,0,7.11,7.66,7.91,1,7.91,0.6462,0.381,-0.209,0,0,0.0,0.5,0.5,0,A,Droit,BAC_1,Savanes,public,F,2023,REORIENTE
1,1,0,1,0,0,7.76,10.11,9.5,-1,9.5,0.6644,0.689,-0.05,0,0,0.0,0.5,0.5,0,A,STAPS (Activités Physiques et Sportives),BAC_1,Kara,privé,F,2024,ADMIS
1,1,0,1,0,0,8.43,7.63,7.62,-1,7.62,0.4898,0.434,-0.238,0,0,0.0,0.5,0.5,0,A,Communication et Journalisme,BAC_1,Grand Lomé,public,F,2024,REORIENTE
1,1,0,1,0,0,9.0,10.13,9.76,-1,9.76,0.6537999999999999,0.469,-0.02400000000000002,0,0,0.0,0.5,0.5,0,D,Gestion des Entreprises,BAC_1,Maritime,public,F,2023,ADMIS
1,1,0,1,0,0,10.16,11.9,11.44,-1,11.44,0.5756,0.494,0.14399999999999996,0,0,0.0,0.5,0.5,0,D,Histoire,BAC_1,Plateaux Ouest,public,F,2023,ADMIS
1,1,0,1,0,0,7.15,8.69,8.81,1,8.81,0.44299999999999995,0.482,-0.11899999999999995,0,0,0.0,0.5,0.5,0,D,Finance et Comptabilité,BAC_1,Plateaux Est,privé,F,2024,ADMIS
1,1,0,1,0,0,8.83,7.79,7.68,-1,7.68,0.5576000000000001,0.662,-0.23200000000000004,0,0,0.0,0.5,0.5,0,D,Sciences Environnementales,BAC_1,Grand Lomé,public,F,2024,REORIENTE
1,1,0,1,0,0,8.24,8.86,9.86,1,9.86,0.712,0.61,-0.014000000000000058,0,0,0.0,0.5,0.5,0,D,Génie Informatique,BAC_1,Kara,privé,F,2023,ADMIS
1,1,0,1,0,0,10.08,10.23,9.64,-1,9.64,0.6783999999999999,0.625,-0.03599999999999994,0,0,0.0,0.5,0.5,0,G2,Sciences Politiques,BAC_1,Centrale,privé,F,2024,ADMIS
1,1,0,1,0,0,7.83,7.91,9.44,1,9.44,0.4764,0.54,-0.05600000000000005,0,0,0.0,0.5,0.5,0,A,Sciences de l'Éducation,BAC_1,Kara,public,F,2024,REORIENTE
1,1,0,1,0,0,12.64,13.61,13.35,-1,13.35,0.5138,0.626,0.33499999999999996,0,0,0.0,0.5,0.5,0,A,STAPS (Activités Physiques et Sportives),BAC_1,Centrale,privé,F,2024,REORIENTE
1,1,0,1,0,0,7.79,9.44,9.61,1,9.61,0.7318,0.505,-0.039000000000000055,0,0,0.0,0.5,0.5,0,D,Histoire,BAC_1,Grand Lomé,privé,F,2023,ADMIS
1,1,0,1,0,0,10.03,10.8,11.3,1,11.3,0.6417999999999999,0.37,0.13000000000000006,0,0,0.0,0.5,0.5,0,A,Lettres Modernes,BAC_1,Grand Lomé,public,F,2023,ADMIS
1,1,0,1,0,0,9.35,10.76,11.01,1,11.01,0.6252,0.576,0.10099999999999998,0,0,0.0,0.5,0.5,0,D,Odontologie,BAC_1,Grand Lomé,public,F,2024,REORIENTE
1,1,0,1,0,0,10.48,10.06,10.83,1,10.83,0.6048,0.522,0.083,0,0,0.0,0.5,0.5,0,D,Génie Électrique,BAC_1,Kara,privé,F,2024,ADMIS
1,1,0,1,0,0,13.43,14.29,13.42,-1,13.42,0.5366,0.746,0.34199999999999997,0,0,0.0,0.5,0.5,0,D,Sciences Infirmières,BAC_1,Grand Lomé,public,F,2024,ADMIS
1,1,0,1,0,0,15.02,14.8,15.33,1,15.33,0.5238,0.558,0.533,0,0,0.0,0.5,0.5,0,G3,Finance et Comptabilité,BAC_1,Grand Lomé,privé,M,2024,ADMIS
1,1,0,1,0,0,7.81,9.72,9.17,-1,9.17,0.7023999999999999,0.499,-0.083,0,0,0.0,0.5,0.5,0,D,Sciences Environnementales,BAC_1,Grand Lomé,public,M,2023,REORIENTE
1,1,0,1,0,0,12.51,11.51,12.48,1,12.48,0.7442000000000001,0.548,0.24800000000000005,0,0,0.0,0.5,0.5,0,A,Communication et Journalisme,BAC_1,Maritime,public,F,2023,ADMIS
1,1,0,1,0,0,10.48,10.2,10.77,1,10.77,0.52,0.43,0.07699999999999996,0,0,0.0,0.5,0.5,0,A,Arts Plastiques,BAC_1,Maritime,privé,M,2024,REORIENTE
1,1,0,1,0,0,12.29,12.39,12.76,1,12.76,0.7094,0.605,0.27599999999999997,0,0,0.0,0.5,0.5,0,A,STAPS (Activités Physiques et Sportives),BAC_1,Centrale,public,M,2023,ADMIS
1,1,0,1,0,0,11.79,12.37,12.14,-1,12.14,0.7249999999999999,0.359,0.21400000000000005,0,0,0.0,0.5,0.5,0,D,Gestion des Entreprises,BAC_1,Grand Lomé,privé,F,2023,ADMIS
1,1,0,1,0,0,11.54,12.98,12.99,1,12.99,0.5773999999999999,0.59,0.29900000000000004,0,0,0.0,0.5,0.5,0,D,Médecine,BAC_1,Kara,privé,M,2024,REORIENTE
1,1,0,1,0,0,7.03,8.3,7.93,-1,7.93,0.75,0.552,-0.20700000000000002,0,0,0.0,0.5,0.5,0,A,Enseignement Primaire,BAC_1,Maritime,public,M,2023,ADMIS
1,1,0,1,0,0,13.2,14.08,15.57,1,15.57,0.7471999999999999,0.629,0.557,0,0,0.0,0.5,0.5,0,D,Sciences Infirmières,BAC_1,Grand Lomé,public,F,2023,ADMIS
1,1,0,1,0,0,12.29,13.36,13.86,1,13.86,0.6264000000000001,0.549,0.38599999999999995,0,0,0.0,0.5,0.5,0,A,Enseignement Primaire,BAC_1,Centrale,privé,M,2024,ADMIS
1,1,0,1,0,0,13.09,13.41,13.49,1,13.49,0.5651999999999999,0.534,0.34900000000000003,0,0,0.0,0.5,0.5,0,D,Sociologie,BAC_1,Plateaux Ouest,public,M,2023,ADMIS
1,1,0,1,0,0,10.06,10.8,9.94,-1,9.94,0.7698,0.606,-0.0060000000000000496,0,0,0.0,0.5,0.5,0,A,Sociologie,BAC_1,Maritime,public,F,2023,REORIENTE
1,1,0,1,0,0,8.55,8.1,8.38,1,8.38,0.7524,0.459,-0.16199999999999992,0,0,0.0,0.5,0.5,0,D,Biologie,BAC_1,Grand Lomé,public,F,2023,REORIENTE
1,1,0,1,0,0,11.36,12.49,12.69,1,12.69,0.3378,0.42,0.26899999999999996,0,0,0.0,0.5,0.5,0,D,Sciences Infirmières,BAC_1,Maritime,public,F,2024,REORIENTE
1,1,0,1,0,0,8.77,7.9,8.84,1,8.84,0.6194,0.704,-0.11600000000000002,0,0,0.0,0.5,0.5,0,D,Informatique,BAC_1,Maritime,privé,F,2024,ADMIS
1,1,0,1,0,0,8.23,7.07,7.88,1,7.88,0.7558,0.514,-0.21200000000000002,0,0,0.0,0.5,0.5,0,A,Géographie,BAC_1,Savanes,public,F,2023,REORIENTE
1,1,0,1,0,0,11.34,10.23,10.77,1,10.77,0.36540000000000006,0.525,0.07699999999999996,0,0,0.0,0.5,0.5,0,D,Informatique,BAC_1,Grand Lomé,public,F,2024,REORIENTE
1,1,0,1,0,0,11.53,10.22,11.75,1,11.75,0.4526,0.494,0.175,0,0,0.0,0.5,0.5,0,D,Gestion des Entreprises,BAC_1,Plateaux Est,privé,M,2024,REORIENTE
1,1,0,1,0,0,8.91,8.91,9.72,1,9.72,0.4204,0.472,-0.027999999999999935,0,0,0.0,0.5,0.5,0,D,Physique-Chimie,BAC_1,Plateaux Ouest,public,F,2024,REORIENTE
1,1,0,1,0,0,10.85,10.57,11.88,1,11.88,0.7476,0.384,0.18800000000000008,0,0,0.0,0.5,0.5,0,A,Communication et Journalisme,BAC_1,Plateaux Est,privé,F,2023,REORIENTE
1,1,0,1,0,0,8.67,9.08,10.23,1,10.23,0.5978,0.401,0.02300000000000004,0,0,0.0,0.5,0.5,0,A,Géographie,BAC_1,Grand Lomé,public,M,2023,REORIENTE
1,1,0,1,0,0,10.25,9.89,10.69,1,10.69,0.36260000000000003,0.542,0.06899999999999995,0,0,0.0,0.5,0.5,0,D,Histoire,BAC_1,Centrale,public,F,2024,REORIENTE
1,1,0,1,0,0,10.6,11.1,10.4,-1,10.4,0.5946,0.639,0.040000000000000036,0,0,0.0,0.5,0.5,0,G3,Sciences Infirmières,BAC_1,Grand Lomé,privé,M,2024,REORIENTE
1,1,0,1,0,0,10.06,11.05,10.94,-1,10.94,0.8752,0.703,0.09399999999999994,0,0,0.0,0.5,0.5,0,D,Sciences Infirmières,BAC_1,Maritime,privé,F,2023,ADMIS
1,1,0,1,0,0,12.38,11.47,11.71,1,11.71,0.6016,0.502,0.1710000000000001,0,0,0.0,0.5,0.5,0,D,Agronomie,BAC_1,Plateaux Ouest,public,F,2023,REORIENTE
1,1,0,1,0,0,11.05,11.88,12.17,1,12.17,0.4108,0.664,0.217,0,0,0.0,0.5,0.5,0,D,Génie Informatique,BAC_1,Plateaux Est,public,M,2024,REORIENTE
1,1,0,1,0,0,10.08,9.89,10.82,1,10.82,0.6262,0.469,0.08200000000000003,0,0,0.0,0.5,0.5,0,D,Informatique,BAC_1,Maritime,public,F,2023,ADMIS
1,1,0,1,0,0,8.85,8.73,8.87,1,8.87,0.49019999999999997,0.483,-0.11300000000000007,0,0,0.0,0.5,0.5,0,D,Histoire,BAC_1,Grand Lomé,public,M,2024,REORIENTE
1,1,0,1,0,0,14.91,13.77,14.81,1,14.81,0.583,0.586,0.48100000000000004,0,0,0.0,0.5,0.5,0,D,Pharmacie,BAC_1,Plateaux Ouest,public,F,2023,REORIENTE
1,1,0,1,0,0,7.67,10.09,9.5,-1,9.5,0.6998,0.56,-0.05,0,0,0.0,0.5,0.5,0,D,Sociologie,BAC_1,Maritime,public,M,2023,REORIENTE
1,1,0,1,0,0,7.54,6.75,7.82,1,7.82,0.4128,0.375,-0.21799999999999997,0,0,0.0,0.5,0.5,0,A,Sciences Politiques,BAC_1,Plateaux Est,privé,M,2024,REORIENTE
1,1,0,1,0,0,11.25,13.19,12.74,-1,12.74,0.6712,0.49,0.274,0,0,0.0,0.5,0.5,0,D,Génie Mécanique,BAC_1,Maritime,public,F,2023,REORIENTE
1,1,0,1,0,0,14.56,15.15,15.86,1,15.86,0.6432,0.408,0.586,0,0,0.0,0.5,0.5,0,A,Sciences de l'Éducation,BAC_1,Grand Lomé,privé,F,2023,ADMIS
1,1,0,1,0,0,6.3,8.7,8.07,-1,8.07,0.792,0.786,-0.19299999999999998,0,0,0.0,0.5,0.5,0,D,Finance et Comptabilité,BAC_1,Grand Lomé,public,F,2023,REORIENTE
1,1,0,1,0,0,7.45,7.41,8.0,1,8.0,0.7222000000000001,0.46,-0.2,0,0,0.0,0.5,0.5,0,A,Enseignement Primaire,BAC_1,Plateaux Est,public,F,2023,REORIENTE
1,1,0,1,0,0,9.9,11.66,11.54,-1,11.54,0.406,0.478,0.15399999999999991,0,0,0.0,0.5,0.5,0,D,Finance et Comptabilité,BAC_1,Grand Lomé,public,M,2024,REORIENTE
1,1,0,1,0,0,6.19,8.25,8.05,-1,8.05,0.7202,0.611,-0.19499999999999992,0,0,0.0,0.5,0.5,0,A,Sciences de l'Éducation,BAC_1,Grand Lomé,public,F,2023,ADMIS
1,1,0,1,0,0,9.9,8.34,10.03,1,10.03,0.6034,0.496,0.002999999999999936,0,0,0.0,0.5,0.5,0,A,Communication et Journalisme,BAC_1,Grand Lomé,public,M,2024,ADMIS
1,1,0,1,0,0,11.19,9.43,10.18,1,10.18,0.644,0.482,0.01799999999999997,0,0,0.0,0.5,0.5,0,A,Tourisme et Hôtellerie,BAC_1,Savanes,privé,M,2024,ADMIS
1,1,0,1,0,0,10.52,11.13,11.2,1,11.2,0.4206,0.489,0.11999999999999993,0,0,0.0,0.5,0.5,0,D,Informatique,BAC_1,Plateaux Ouest,public,F,2024,REORIENTE
1,1,0,1,0,0,8.86,8.17,8.71,1,8.71,0.7052,0.668,-0.12899999999999992,0,0,0.0,0.5,0.5,0,A,STAPS (Activités Physiques et Sportives),BAC_1,Savanes,public,F,2023,ADMIS
1,1,0,1,0,0,6.66,7.85,8.2,1,8.2,0.6222,0.447,-0.18000000000000008,0,0,0.0,0.5,0.5,0,A,Psychologie,BAC_1,Maritime,public,F,2024,REORIENTE
1,1,0,1,0,0,9.82,12.25,11.68,-1,11.68,0.6006,0.714,0.16799999999999998,0,0,0.0,0.5,0.5,0,G3,Finance et Comptabilité,BAC_1,Plateaux Ouest,public,M,2024,ADMIS
1,1,0,1,0,0,10.97,11.2,11.36,1,11.36,0.44079999999999997,0.517,0.13599999999999995,0,0,0.0,0.5,0.5,0,D,Géographie,BAC_1,Centrale,privé,F,2024,REORIENTE
1,1,0,1,0,0,15.02,14.42,15.43,1,15.43,0.2802,0.366,0.5429999999999999,0,0,0.0,0.5,0.5,0,D,Génie Informatique,BAC_1,Plateaux Est,public,M,2024,ADMIS
1,1,0,1,0,0,8.76,9.08,10.01,1,10.01,0.343,0.4,0.0009999999999999788,0,0,0.0,0.5,0.5,0,D,Génie Informatique,BAC_1,Maritime,public,M,2024,REORIENTE
1,1,0,1,0,0,13.57,13.44,13.03,-1,13.03,0.6828000000000001,0.447,0.30299999999999994,0,0,0.0,0.5,0.5,0,D,Psychologie,BAC_1,Grand Lomé,public,M,2023,REORIENTE
1,1,0,1,0,0,13.37,10.68,11.27,1,11.27,0.6444000000000001,0.531,0.12699999999999995,0,0,0.0,0.5,0.5,0,D,Génie Civil,BAC_1,Plateaux Est,privé,M,2023,ADMIS
1,1,0,1,0,0,8.58,8.57,8.88,1,8.88,0.6506000000000001,0.524,-0.11199999999999992,0,0,0.0,0.5,0.5,0,A,Droit,BAC_1,Maritime,privé,F,2024,REORIENTE
1,1,0,1,0,0,9.91,10.87,10.82,-1,10.82,0.4666,0.358,0.08200000000000003,0,0,0.0,0.5,0.5,0,D,Sociologie,BAC_1,Maritime,public,F,2024,ADMIS
1,1,0,1,0,0,13.49,12.94,13.92,1,13.92,0.6842,0.521,0.392,0,0,0.0,0.5,0.5,0,D,Psychologie,BAC_1,Grand Lomé,public,F,2023,ADMIS
1,1,0,1,0,0,5.96,6.65,7.64,1,7.64,0.5144,0.68,-0.23600000000000004,0,0,0.0,0.5,0.5,0,D,Psychologie,BAC_1,Plateaux Est,privé,M,2024,REORIENTE
1,1,0,1,0,0,9.56,10.14,11.15,1,11.15,0.5306,0.455,0.11500000000000003,0,0,0.0,0.5,0.5,0,A,Psychologie,BAC_1,Plateaux Ouest,public,F,2024,REORIENTE
1,1,0,1,0,0,8.95,10.47,10.84,1,10.84,0.642,0.609,0.08399999999999999,0,0,0.0,0.5,0.5,0,D,Informatique,BAC_1,Grand Lomé,privé,M,2024,REORIENTE
1,1,0,1,0,0,6.8,6.88,7.38,1,7.38,0.5656,0.439,-0.262,0,0,0.0,0.5,0.5,0,D,Gestion des Entreprises,BAC_1,Kara,public,M,2023,ADMIS
1,1,0,1,0,0,11.98,10.85,11.48,1,11.48,0.707,0.533,0.14800000000000005,0,0,0.0,0.5,0.5,0,A,Tourisme et Hôtellerie,BAC_1,Centrale,public,F,2023,REORIENTE
1,1,0,1,0,0,8.35,9.88,9.32,-1,9.32,0.8384,0.611,-0.06799999999999998,0,0,0.0,0.5,0.5,0,D,Géographie,BAC_1,Savanes,privé,M,2023,REORIENTE
1,1,0,1,0,0,9.73,9.87,10.77,1,10.77,0.6066,0.573,0.07699999999999996,0,0,0.0,0.5,0.5,0,D,Psychologie,BAC_1,Plateaux Est,privé,F,2024,REORIENTE
1,1,0,1,0,0,7.43,6.24,7.8,1,7.8,0.2938,0.505,-0.22000000000000003,0,0,0.0,0.5,0.5,0,D,Génie Électrique,BAC_1,Plateaux Est,public,F,2024,REORIENTE
1,1,0,1,0,0,10.01,10.83,10.69,-1,10.69,0.6554,0.314,0.06899999999999995,0,0,0.0,0.5,0.5,0,D,Sciences Forestières,BAC_1,Grand Lomé,public,F,2023,ADMIS
1,1,0,1,0,0,8.99,8.38,9.85,1,9.85,0.5720000000000001,0.545,-0.015000000000000036,0,0,0.0,0.5,0.5,0,A,Sciences de l'Éducation,BAC_1,Grand Lomé,public,F,2024,REORIENTE
1,1,0,1,0,0,10.24,9.02,9.82,1,9.82,0.8455999999999999,0.629,-0.01799999999999997,0,0,0.0,0.5,0.5,0,A,Communication et Journalisme,BAC_1,Grand Lomé,public,M,2023,ADMIS
1,1,0,1,0,0,10.33,9.56,10.58,1,10.58,0.6345999999999999,0.298,0.05800000000000001,0,0,0.0,0.5,0.5,0,D,Sociologie,BAC_1,Grand Lomé,privé,M,2023,ADMIS
1,1,0,1,0,0,6.89,8.45,8.88,1,8.88,0.6052,0.514,-0.11199999999999992,0,0,0.0,0.5,0.5,0,D,Géographie,BAC_1,Plateaux Est,public,M,2023,REORIENTE
1,1,0,1,0,0,9.45,9.02,9.88,1,9.88,0.556,0.499,-0.011999999999999922,0,0,0.0,0.5,0.5,0,A,Lettres Modernes,BAC_1,Maritime,public,F,2024,REORIENTE
1,1,0,1,0,0,9.91,12.11,10.92,-1,10.92,0.42779999999999996,0.459,0.092,0,0,0.0,0.5,0.5,0,D,Sciences Forestières,BAC_1,Centrale,privé,M,2024,ADMIS
1,1,0,1,0,0,8.33,7.48,8.14,1,8.14,0.7236,0.408,-0.18599999999999994,0,0,0.0,0.5,0.5,0,D,Génie Informatique,BAC_1,Grand Lomé,privé,F,2023,REORIENTE
1,1,0,1,0,0,8.97,8.97,10.19,1,10.19,0.8244,0.576,0.01899999999999995,0,0,0.0,0.5,0.5,0,D,Médecine,BAC_1,Grand Lomé,privé,F,2023,ADMIS
1,1,0,1,0,0,9.65,10.3,10.55,1,10.55,0.486,0.513,0.05500000000000007,0,0,0.0,0.5,0.5,0,A,Anglais,BAC_1,Maritime,public,M,2024,ADMIS
1,1,0,1,0,0,10.09,8.83,10.02,1,10.02,0.4468,0.481,0.0019999999999999575,0,0,0.0,0.5,0.5,0,D,Sciences de l'Éducation,BAC_1,Maritime,public,F,2024,ADMIS
1,1,0,1,0,0,8.31,8.02,8.84,1,8.84,0.7186,0.397,-0.11600000000000002,0,0,0.0,0.5,0.5,0,A,Psychologie,BAC_1,Grand Lomé,public,M,2023,REORIENTE
1,1,0,1,0,0,8.34,9.13,9.06,-1,9.06,0.4716,0.663,-0.09399999999999994,0,0,0.0,0.5,0.5,0,A,Sciences Politiques,BAC_1,Plateaux Ouest,public,M,2024,REORIENTE
1,1,0,1,0,0,8.92,8.85,9.87,1,9.87,0.6362,0.503,-0.013000000000000077,0,0,0.0,0.5,0.5,0,D,Gestion des Entreprises,BAC_1,Centrale,privé,M,2023,REORIENTE
1,1,0,1,0,0,12.99,12.85,13.8,1,13.8,0.7034,0.503,0.38000000000000006,0,0,0.0,0.5,0.5,0,A,Psychologie,BAC_1,Savanes,public,F,2023,ADMIS
1,1,0,1,0,0,12.58,12.04,12.66,1,12.66,0.7948,0.502,0.266,0,0,0.0,0.5,0.5,0,D,Médecine,BAC_1,Savanes,privé,F,2023,REORIENTE
1,1,0,1,0,0,10.83,10.62,11.9,1,11.9,0.7738,0.661,0.19000000000000003,0,0,0.0,0.5,0.5,0,D,Physique-Chimie,BAC_1,Grand Lomé,privé,F,2023,ADMIS
1,1,0,1,0,0,11.46,11.46,11.81,1,11.81,0.831,0.651,0.18100000000000005,0,0,0.0,0.5,0.5,0,D,Génie Civil,BAC_1,Maritime,public,M,2023,ADMIS
1,1,0,1,0,0,9.61,10.65,9.87,-1,9.87,0.7866,0.546,-0.013000000000000077,0,0,0.0,0.5,0.5,0,A,Lettres Modernes,BAC_1,Plateaux Ouest,public,F,2023,ADMIS
1,1,0,1,0,0,7.02,6.66,7.82,1,7.82,0.4142,0.377,-0.21799999999999997,0,0,0.0,0.5,0.5,0,D,Enseignement Primaire,BAC_1,Maritime,public,M,2024,REORIENTE
1,1,0,1,0,0,13.89,13.15,14.24,1,14.24,0.5982,0.636,0.42400000000000004,0,0,0.0,0.5,0.5,0,D,Gestion des Entreprises,BAC_1,Maritime,public,M,2023,ADMIS
