row_id,niveau,serie,riasec_top3,riasec_score,note_actuelle,note_n1,note_n2,tendance_notes,score_aspiration,score_realite,score_engagement,score_recommandation,label
5830af358086451d,BAC_1,C,R|E|C,0.488,11.81,11.28,9.78,1,0.484,0.893,0.646,0.713,1
9b8c6db0db434046,BAC_1,D,S|A|E,0.455,7.21,6.99,6.13,1,0.334,0.423,0.537,0.409,0
56232e5109084efd,BAC_1,D,R|E|I,0.489,10.39,10.45,9.95,-1,0.408,0.319,0.477,0.374,0
4d96f3774e9e4051,BAC_1,D,A|R|I,0.534,10.14,9.49,9.83,1,0.443,0.84,0.522,0.654,1
bdf176b8f2c649f9,BAC_1,A,E|I|S,0.508,7.91,7.66,7.11,1,0.381,0.823,0.289,0.588,0
0f3479914cbb4c31,BAC_1,A,S|E|R,0.579,9.5,10.11,7.76,-1,0.689,0.648,0.503,0.64,1
57f408c716ac4a8f,BAC_1,A,S|A|E,0.416,7.62,7.63,8.43,-1,0.434,0.527,0.439,0.481,0
acb17e12fb334993,BAC_1,D,S|C|E,0.56,9.76,10.13,9.0,-1,0.469,0.777,0.182,0.58,1
b5f4d65df1c04ecc,BAC_1,D,I|A|S,0.447,11.44,11.9,10.16,-1,0.494,0.63,0.565,0.573,1
008a39304c3a49c1,BAC_1,D,C|E|R,0.59,8.81,8.69,7.15,1,0.482,0.417,0.731,0.487,1
5e96b368899b4b15,BAC_1,D,R|S|E,0.567,7.68,7.79,8.83,-1,0.662,0.488,0.396,0.535,0
7123b1c31e3b42f2,BAC_1,D,R|E|I,0.582,9.86,8.86,8.24,1,0.61,0.78,0.15,0.626,1
e053887754c740e0,BAC_1,G2,E|A|I,0.567,9.64,10.23,10.08,-1,0.625,0.714,0.758,0.69,1
f854c38842e84ee9,BAC_1,A,S|I|E,0.464,9.44,7.91,7.83,1,0.54,0.434,0.362,0.46,0
9aa5630bc1694316,BAC_1,A,R|E|S,0.538,13.35,13.61,12.64,-1,0.626,0.439,0.365,0.493,0
a1c0e76c937940c1,BAC_1,D,A|S|C,0.43,9.61,9.44,7.79,1,0.505,0.883,0.676,0.72,1
5e355c63caf043f9,BAC_1,A,A|S|I,0.446,11.3,10.8,10.03,1,0.37,0.823,0.698,0.646,1
c6cb077f52824505,BAC_1,D,I|S|C,0.577,11.01,10.76,9.35,1,0.576,0.658,0.443,0.597,0
c3489dc7ec334abf,BAC_1,D,R|C|I,0.516,10.83,10.06,10.48,1,0.522,0.66,0.454,0.581,1
d3807b6992c944ba,BAC_1,D,S|C|E,0.622,13.42,14.29,13.43,-1,0.746,0.397,0.264,0.499,1
2eee9d5e648d43be,BAC_1,G3,C|E|I,0.454,15.33,14.8,15.02,1,0.558,0.501,0.116,0.464,1
f71fa5999aaf44a8,BAC_1,D,C|S|A,0.445,9.17,9.72,7.81,-1,0.499,0.838,0.588,0.682,0
ad1b1eba0b4c44db,BAC_1,A,A|I|S,0.453,12.48,11.51,12.51,1,0.548,0.875,0.479,0.701,1
acfb3df4fc704f56,BAC_1,A,A|E|R,0.556,10.77,10.2,10.48,1,0.43,0.58,0.42,0.504,0
4fbea6fd65454e61,BAC_1,A,E|R|S,0.532,12.76,12.39,12.29,1,0.605,0.779,0.635,0.696,1
7b969254f11c4676,BAC_1,D,E|C|I,0.483,12.14,12.37,11.79,-1,0.359,0.969,0.659,0.709,1
843ebe777d874495,BAC_1,D,I|S|C,0.48,12.99,12.98,11.54,1,0.59,0.569,0.673,0.592,0
e915fc249b3c4dbf,BAC_1,A,A|S|C,0.555,7.93,8.3,7.03,-1,0.552,0.882,0.326,0.683,1
874731829902427c,BAC_1,D,S|I|R,0.575,15.57,14.08,13.2,1,0.629,0.826,0.363,0.687,1
8133981ac38e4949,BAC_1,A,S|I|C,0.555,13.86,13.36,12.29,1,0.549,0.678,0.517,0.609,1
2f4a030ac7b8426a,BAC_1,D,S|A|I,0.458,13.49,13.41,13.09,1,0.534,0.586,0.709,0.586,1
5e452132923f4349,BAC_1,A,A|C|I,0.522,9.94,10.8,10.06,-1,0.606,0.879,0.507,0.728,0
1221975531d640f5,BAC_1,D,I|R|A,0.498,8.38,8.1,8.55,1,0.459,0.948,0.518,0.713,0
e5e01a41d9bc4210,BAC_1,D,S|C|R,0.52,12.69,12.49,11.36,1,0.42,0.283,0.473,0.359,0
76abcec7e0604ad2,BAC_1,D,R|C|A,0.607,8.84,7.9,8.77,1,0.704,0.563,0.749,0.64,1
79cab273a480452a,BAC_1,A,I|S|A,0.476,7.88,7.07,8.23,1,0.514,0.917,0.269,0.679,0
cc6e1e9a6702467e,BAC_1,D,C|I|E,0.471,10.77,10.23,11.34,1,0.525,0.259,0.257,0.351,0
7ca930fc2a0c41db,BAC_1,D,C|I|S,0.407,11.75,10.22,11.53,1,0.494,0.425,0.412,0.447,0
776307e3185a4451,BAC_1,D,I|C|E,0.504,9.72,8.91,8.91,1,0.472,0.386,0.33,0.408,0
2649b6df34f34115,BAC_1,A,E|A|S,0.455,11.88,10.57,10.85,1,0.384,0.99,0.511,0.706,0
fae8a9d668824a69,BAC_1,A,S|E|I,0.407,10.23,9.08,8.67,1,0.401,0.729,0.447,0.572,0
3e52ff1e93724a73,BAC_1,D,E|I|R,0.521,10.69,9.89,10.25,1,0.542,0.243,0.29,0.354,0
580b6ec4871c448c,BAC_1,G3,S|I|C,0.574,10.4,11.1,10.6,-1,0.639,0.565,0.654,0.604,0
115eb2c8e63e4bdf,BAC_1,D,S|I|C,0.604,10.94,11.05,10.06,-1,0.703,0.99,0.399,0.801,1
99da7c9396354410,BAC_1,D,R|C|I,0.528,11.71,11.47,12.38,1,0.502,0.668,0.455,0.578,0
f9508265af044155,BAC_1,D,E|I|R,0.462,12.17,11.88,11.05,1,0.664,0.242,0.547,0.436,0
4c8f7bfc1a884dc3,BAC_1,D,I|E|R,0.449,10.82,9.89,10.08,1,0.469,0.731,0.302,0.575,1
5e686bc8b1de45a2,BAC_1,D,I|A|E,0.449,8.87,8.73,8.85,1,0.483,0.495,0.658,0.515,0
0b6ecf0fd69843be,BAC_1,D,I|E|R,0.467,14.81,13.77,14.91,1,0.586,0.581,0.616,0.588,0
9e571ca72ee440cb,BAC_1,D,S|A|C,0.523,9.5,10.09,7.67,-1,0.56,0.793,0.477,0.664,0
2276b91b8203423f,BAC_1,A,E|I|C,0.492,7.82,6.75,7.54,1,0.375,0.438,0.72,0.458,0
e641226a18504005,BAC_1,D,R|E|C,0.541,12.74,13.19,11.25,-1,0.49,0.792,0.505,0.643,0
bb406768826a4e0e,BAC_1,A,S|E|A,0.454,15.86,15.15,14.56,1,0.408,0.8,0.598,0.632,1
92d2c3d1ee8f47f1,BAC_1,D,I|E|S,0.546,8.07,8.7,6.3,-1,0.786,0.796,0.716,0.78,0
795917b817f84e54,BAC_1,A,S|A|C,0.423,8.0,7.41,7.45,1,0.46,0.897,0.932,0.749,0
1ab43056ccac4dc1,BAC_1,D,E|C|I,0.65,11.54,11.66,9.9,-1,0.478,0.358,0.369,0.402,0
45acbeaaa88847b3,BAC_1,A,A|S|C,0.511,8.05,8.25,6.19,-1,0.611,0.793,0.571,0.696,1
c4810b92bea14168,BAC_1,A,A|E|S,0.521,10.03,8.34,9.9,1,0.496,0.675,0.672,0.612,1
c9bd5a30d684438f,BAC_1,A,R|E|A,0.51,10.18,9.43,11.19,1,0.482,0.752,0.472,0.616,1
4c60114b12e34cc9,BAC_1,D,R|I|S,0.609,11.2,11.13,10.52,1,0.489,0.375,0.57,0.444,0
4d21fdd566e542ab,BAC_1,A,S|R|A,0.625,8.71,8.17,8.86,1,0.668,0.73,0.439,0.664,1
57c973e65d184b7f,BAC_1,A,S|I|A,0.54,8.2,7.85,6.66,1,0.447,0.739,0.324,0.575,0
c10c7c19ffbb4992,BAC_1,G3,C|E|S,0.626,11.68,12.25,9.82,-1,0.714,0.525,0.724,0.621,1
9648a511987b4a97,BAC_1,D,C|E|R,0.495,11.36,11.2,10.97,1,0.517,0.39,0.215,0.409,0
f534cec89fdf4dfd,BAC_1,D,C|I|E,0.478,15.43,14.42,15.02,1,0.366,0.223,0.4,0.299,1
9a8dd233d76b4903,BAC_1,D,R|I|C,0.464,10.01,9.08,8.76,1,0.4,0.305,0.43,0.357,0
a8895eb958744001,BAC_1,D,S|I|A,0.51,13.03,13.44,13.57,-1,0.447,0.84,0.734,0.687,0
920e9ae9a6ae411e,BAC_1,D,C|S|R,0.574,11.27,10.68,13.37,1,0.531,0.72,0.464,0.616,1
f67bada7873b4326,BAC_1,A,E|C|S,0.476,8.88,8.57,8.58,1,0.524,0.735,0.732,0.661,0
78007078036c4b5f,BAC_1,D,S|A|I,0.446,10.82,10.87,9.91,-1,0.358,0.539,0.273,0.436,1
cc5f808163e7455a,BAC_1,D,S|C|E,0.425,13.92,12.94,13.49,1,0.521,0.793,0.488,0.652,1
4ff46a07384f4b7e,BAC_1,D,S|A|E,0.579,7.64,6.65,5.96,1,0.68,0.404,0.804,0.56,0
42376d9ccb2f4648,BAC_1,A,S|I|A,0.482,11.15,10.14,9.56,1,0.455,0.581,0.474,0.521,0
fa71f483c17c4a41,BAC_1,D,R|I|C,0.528,10.84,10.47,8.95,1,0.609,0.664,0.403,0.605,0
debf0b05318d4c5c,BAC_1,D,I|E|A,0.485,7.38,6.88,6.8,1,0.439,0.65,0.619,0.572,1
8812b6befbdb46b0,BAC_1,A,S|C|A,0.528,11.48,10.85,11.98,1,0.533,0.823,0.189,0.626,0
3966909138d9487a,BAC_1,D,A|I|S,0.45,9.32,9.88,8.35,-1,0.611,0.99,0.228,0.743,0
ccdffc98f9dd4eed,BAC_1,D,A|S|E,0.463,10.77,9.87,9.73,1,0.573,0.629,0.382,0.572,0
27ec00f7cadf4faf,BAC_1,D,E|R|I,0.493,7.8,6.24,7.43,1,0.505,0.153,0.212,0.285,0
77e50ee1b39a4898,BAC_1,D,I|R|C,0.337,10.69,10.83,10.01,-1,0.314,0.883,0.697,0.656,1
62e6d53e717b449d,BAC_1,A,S|C|A,0.56,9.85,8.38,8.99,1,0.545,0.59,0.352,0.539,0
7175e81656bb40ff,BAC_1,A,E|S|A,0.521,9.82,9.02,10.24,1,0.629,0.99,0.388,0.773,1
7193d952125c4af5,BAC_1,D,S|I|A,0.413,10.58,9.56,10.33,1,0.298,0.859,0.522,0.612,1
c75c40ab46f24cfb,BAC_1,D,E|S|A,0.515,8.88,8.45,6.89,1,0.514,0.666,0.668,0.613,0
7978d5d463d4448b,BAC_1,A,A|S|I,0.512,9.88,9.02,9.45,1,0.499,0.594,0.428,0.536,0
f7cad1698dc348d4,BAC_1,D,A|R|I,0.448,10.92,12.11,9.91,-1,0.459,0.407,0.474,0.435,1
fc176a1b94344338,BAC_1,D,I|C|R,0.434,8.14,7.48,8.33,1,0.408,0.934,0.567,0.695,0
51861171831045c2,BAC_1,D,S|E|I,0.575,10.19,8.97,8.97,1,0.576,0.99,0.57,0.782,1
529273dd9cef4acf,BAC_1,A,A|S|E,0.54,10.55,10.3,9.65,1,0.513,0.468,0.563,0.498,1
d75c8e3d429a400d,BAC_1,D,S|E|C,0.495,10.02,8.83,10.09,1,0.481,0.424,0.65,0.478,1
713ebe16376a46dd,BAC_1,A,A|E|S,0.475,8.84,8.02,8.31,1,0.397,0.933,0.303,0.651,0
d4cb522bd0094bcf,BAC_1,A,E|I|C,0.556,9.06,9.13,8.34,-1,0.663,0.344,0.99,0.552,0
4b27dba1978e4e0f,BAC_1,D,E|C|I,0.541,9.87,8.85,8.92,1,0.503,0.725,0.19,0.567,0
89b938a82eb9491e,BAC_1,A,S|I|C,0.534,13.8,12.85,12.99,1,0.503,0.837,0.407,0.656,1
c4d4732705424723,BAC_1,D,I|S|C,0.523,12.66,12.04,12.58,1,0.502,0.99,0.404,0.731,0
881952128a0444e6,BAC_1,D,I|R|C,0.51,11.9,10.62,10.83,1,0.661,0.849,0.579,0.743,1
bc68ec7e9a2249ac,BAC_1,D,R|C|E,0.516,11.81,11.46,11.46,1,0.651,0.951,0.545,0.785,1
1af1babd6c8841b0,BAC_1,A,C|A|I,0.461,9.87,10.65,9.61,-1,0.546,0.947,0.467,0.735,1
7471a8ea77af4586,BAC_1,D,S|C|A,0.481,7.82,6.66,7.02,1,0.377,0.439,0.487,0.424,0
e29946ae0ec44761,BAC_1,D,C|S|E,0.603,14.24,13.15,13.89,1,0.636,0.573,0.667,0.609,1
50f049e53e294613,BAC_1,A,E|S|I,0.482,11.62,12.1,11.2,-1,0.351,0.364,0.484,0.378,0
ecabc99717cf4f1d,BAC_1,D,E|C|I,0.531,10.53,9.47,10.11,1,0.702,0.319,0.687,0.508,0
5151176a8a344843,BAC_1,D,C|E|I,0.542,8.63,9.22,7.67,-1,0.472,0.87,0.751,0.713,0
44d29b892d624737,BAC_1,D,A|S|I,0.524,9.84,9.66,9.01,1,0.613,0.75,0.698,0.694,0
7df82ee0ed7b4a2f,BAC_1,A,S|C|A,0.485,9.07,7.43,7.48,1,0.59,0.479,0.241,0.482,0
a4c0af3d43d2469c,BAC_1,A,S|I|R,0.451,9.9,10.46,10.5,-1,0.504,0.357,0.455,0.423,1
8af0870396604a8f,BAC_1,A,A|E|S,0.626,12.26,12.71,12.79,-1,0.573,0.471,0.762,0.55,1
ebbf9aa8b7234138,BAC_1,A,S|C|I,0.476,11.31,11.39,10.66,-1,0.47,0.864,0.417,0.659,1
bb221ace3b324c19,BAC_1,A,S|C|E,0.501,12.32,11.31,11.57,1,0.421,0.638,0.37,0.522,0
fc494f1fe4074b80,BAC_1,A,A|I|E,0.418,6.76,7.65,5.96,-1,0.502,0.765,0.285,0.601,0
78e3f0ac29cb4d88,BAC_1,A,A|C|I,0.54,14.22,14.43,14.63,-1,0.674,0.5,0.764,0.6,0
e0d0c42d542b423b,BAC_1,A,A|I|S,0.46,10.44,10.02,10.48,1,0.448,0.447,0.429,0.444,0
98368267187740a7,BAC_1,A,S|I|A,0.531,11.24,10.13,9.65,1,0.622,0.656,0.599,0.635,1
38e35a17e4a64677,BAC_1,D,A|S|E,0.413,10.54,10.34,10.03,1,0.526,0.416,0.291,0.436,0
ed6e17131fc044fe,BAC_1,D,R|I|E,0.479,13.16,13.29,12.24,-1,0.336,0.913,0.371,0.63,1
2e68eea53ad54312,BAC_1,D,I|R|C,0.523,12.13,12.02,12.03,1,0.599,0.759,0.42,0.652,1
b515861f062b4d08,BAC_1,D,A|S|C,0.593,15.08,14.58,15.4,1,0.546,0.798,0.737,0.701,1
ed6a597c9cc347d5,BAC_1,A,S|C|A,0.458,10.14,8.96,9.68,1,0.463,0.581,0.325,0.502,1
9c1ae0a71e1242ca,BAC_1,A,A|E|I,0.455,11.44,11.07,10.79,1,0.313,0.636,0.491,0.501,0
072638deabaa47c0,BAC_1,A,A|R|E,0.498,10.52,10.77,9.28,-1,0.448,0.492,0.447,0.47,0
52cdb04e4c17457a,BAC_1,A,A|I|E,0.579,10.67,9.6,8.35,1,0.673,0.78,0.728,0.734,0
c17308cbfe3a4b3f,BAC_1,A,R|S|A,0.62,12.3,12.14,10.27,1,0.747,0.408,0.745,0.577,0
383545f8d3f04592,BAC_1,D,R|I|S,0.567,10.55,10.12,11.74,1,0.632,0.331,0.705,0.492,0
7957c571888b4184,BAC_1,D,R|E|I,0.506,10.99,11.22,10.57,-1,0.55,0.492,0.591,0.527,0
20f21fd8e1ac4df7,BAC_1,D,S|C|E,0.533,8.89,9.27,6.31,-1,0.821,0.99,0.7,0.887,0
0c3ed79a06dc4031,BAC_1,D,I|E|C,0.583,9.57,8.81,9.79,1,0.618,0.343,0.407,0.449,0
1b388b0bb77d47cd,BAC_1,D,I|A|R,0.636,8.99,7.07,7.32,1,0.643,0.578,0.626,0.608,1
e3595cbeeb934818,BAC_1,A,A|I|S,0.537,11.91,12.74,11.52,-1,0.495,0.64,0.246,0.53,1
06cb7a6c2e0b4a91,BAC_1,A,S|A|I,0.454,7.9,7.98,6.51,-1,0.336,0.99,0.703,0.718,0
799ef7418a9f4944,BAC_1,A,A|S|E,0.363,5.66,6.77,5.28,-1,0.361,0.622,0.367,0.492,1
67c852ed2daa4d4d,BAC_1,A,S|C|A,0.477,10.18,9.25,10.19,1,0.529,0.643,0.661,0.606,0
661e788f3f994ba8,BAC_1,A,S|C|A,0.576,7.58,6.72,7.13,1,0.597,0.616,0.56,0.601,0
ca32f6fba1d742ce,BAC_1,A,A|C|S,0.533,8.92,7.83,8.05,1,0.519,0.763,0.577,0.65,0
d236c929b7ce4704,BAC_1,D,C|I|S,0.607,10.97,10.93,9.73,1,0.514,0.414,0.625,0.481,0
eb2d4e79babe4e32,BAC_1,A,S|A|C,0.589,8.99,9.25,8.31,-1,0.332,0.403,0.377,0.374,0
f0445a36762d4078,BAC_1,D,S|I|R,0.48,8.68,8.07,6.24,1,0.419,0.976,0.275,0.676,0
5cc01679887e451c,BAC_1,G2,E|C|S,0.509,10.69,10.84,10.45,-1,0.524,0.691,0.428,0.593,0
0da7cb20333d4a33,BAC_1,D,I|R|C,0.457,13.34,13.13,11.4,1,0.489,0.345,0.189,0.372,1
77bac94258914810,BAC_1,D,E|C|I,0.504,9.25,9.02,7.62,1,0.493,0.321,0.673,0.434,0
7962e2b73a444316,BAC_1,D,E|I|S,0.519,10.11,9.51,9.84,1,0.564,0.384,0.826,0.513,0
b34aef0c22d24ef3,BAC_1,D,C|E|I,0.578,11.29,11.5,10.2,-1,0.363,0.252,0.609,0.344,1
a10782aa2e9f447c,BAC_1,A,A|I|C,0.59,10.74,10.56,9.3,1,0.559,0.99,0.363,0.745,0
9433a9c300b34a90,BAC_1,A,S|E|I,0.517,9.74,8.94,8.99,1,0.514,0.605,0.825,0.606,1
fe310b029c6c4119,BAC_1,D,I|S|R,0.558,11.56,11.69,9.63,-1,0.476,0.179,0.303,0.302,0
bee381171d334d55,BAC_1,D,C|I|E,0.497,9.7,9.91,7.87,-1,0.425,0.602,0.59,0.538,0
80c07cfbbee54ada,BAC_1,D,R|I|E,0.469,8.76,8.8,9.54,-1,0.413,0.934,0.311,0.658,0
cb072a024731437b,BAC_1,D,I|C|E,0.544,10.23,8.8,7.77,1,0.617,0.847,0.387,0.697,0
931e7f24256243b3,BAC_1,A,A|I|E,0.546,8.08,7.31,6.9,1,0.384,0.386,0.944,0.469,0
9ba27b8949cd4665,BAC_1,A,S|A|E,0.558,9.59,8.97,8.94,1,0.451,0.672,0.332,0.544,1
032c91f320cc40f4,BAC_1,A,S|I|A,0.51,9.84,7.83,10.41,1,0.605,0.755,0.628,0.683,1
1a51a31d61dd42df,BAC_1,A,A|S|I,0.572,10.04,8.81,8.46,1,0.513,0.855,0.574,0.693,0
1b659d9045184942,BAC_1,A,S|A|E,0.453,10.88,9.93,9.3,1,0.405,0.758,0.532,0.6,1
b13847ca0b514821,BAC_1,D,S|A|I,0.442,9.52,10.19,8.54,-1,0.494,0.241,0.574,0.38,1
d0ed201b51054902,BAC_1,D,S|C|I,0.532,13.68,14.12,14.24,-1,0.697,0.929,0.402,0.769,1
6ee2b07bb4994d53,BAC_1,D,E|I|C,0.554,11.87,11.49,12.84,1,0.564,0.668,0.484,0.604,0
162f0b1462054881,BAC_1,D,S|I|R,0.568,9.59,8.29,10.37,1,0.462,0.761,0.241,0.579,0
c7d29f2d12934226,BAC_1,A,S|C|A,0.494,13.72,14.36,11.96,-1,0.583,0.792,0.37,0.656,1
e8311a3a45b94cb9,BAC_1,A,S|A|E,0.424,9.23,9.94,7.96,-1,0.545,0.56,0.649,0.568,0
b59ab8ac53914005,BAC_1,D,S|C|A,0.474,12.44,11.53,13.93,1,0.453,0.688,0.711,0.609,1
4278ac88c41a41cc,BAC_1,A,S|A|C,0.517,6.85,6.99,5.83,-1,0.407,0.358,0.348,0.374,1
a6fe798b4a3a4a05,BAC_1,B,C|E|A,0.441,8.48,9.28,8.59,-1,0.437,0.7,0.49,0.576,1
275f70dadeca4abe,BAC_1,D,C|I|S,0.585,15.58,16.2,13.31,-1,0.615,0.461,0.396,0.505,1
65efd809f50d42f1,BAC_1,A,C|S|A,0.549,7.63,6.69,5.77,1,0.431,0.593,0.523,0.526,0
426f0ffe0fb94280,BAC_1,D,S|E|A,0.427,9.08,8.4,9.17,1,0.515,0.764,0.687,0.665,0
12f8e6e9854345f4,BAC_1,D,S|C|A,0.569,9.54,8.9,8.41,1,0.547,0.263,0.58,0.41,0
ad319a3465a2444a,BAC_1,D,I|R|C,0.567,6.59,5.99,5.87,1,0.545,0.509,0.407,0.506,0
682d572d3e8348e4,BAC_1,D,I|C|R,0.512,10.75,10.15,11.14,1,0.395,0.581,0.147,0.451,1
45fa6cbfe32f4e44,BAC_1,A,A|C|E,0.432,10.35,9.58,10.96,1,0.485,0.78,0.773,0.676,0
89fc34688d5b4cd0,BAC_1,A,E|A|I,0.62,8.56,8.2,6.92,1,0.606,0.788,0.552,0.689,1
863c202fa743466c,BAC_1,D,A|S|I,0.567,5.69,5.12,3.53,1,0.501,0.18,0.925,0.404,0
9bf118d260fa461d,BAC_1,D,I|C|E,0.632,12.57,13.27,12.55,-1,0.752,0.364,0.534,0.525,0
139750d53fd24dd2,BAC_1,D,I|R|C,0.542,9.43,8.63,9.18,1,0.467,0.462,0.186,0.422,0
aecf7323f3b842ed,BAC_1,D,I|S|R,0.493,10.38,9.67,9.0,1,0.385,0.602,0.664,0.535,1
fc0fb73285384f26,BAC_1,A,A|S|I,0.625,8.05,6.96,6.25,1,0.533,0.633,0.569,0.588,0
d083547401974254,BAC_1,D,S|I|R,0.384,13.1,11.96,12.99,1,0.336,0.99,0.469,0.683,0
564d29bc7cfd4e8c,BAC_1,D,E|A|S,0.537,11.83,11.17,10.13,1,0.654,0.678,0.219,0.601,0
2e5a1fe7d3e14e03,BAC_1,D,R|C|E,0.505,11.21,11.79,11.42,-1,0.423,0.43,0.267,0.403,0
512d52b9eba94374,BAC_1,D,R|A|I,0.469,9.11,9.94,8.21,-1,0.422,0.846,0.507,0.647,0
239e136e8cef4000,BAC_1,D,I|C|R,0.466,10.12,8.85,9.26,1,0.452,0.862,0.88,0.721,1
1eaeb4940af04e95,BAC_1,D,C|R|I,0.666,7.23,6.19,7.34,1,0.669,0.222,0.401,0.405,0
f3b2808761a549c8,BAC_1,A,S|E|A,0.558,9.56,9.64,8.63,-1,0.827,0.933,0.645,0.853,1
671b8e13db5b44bf,BAC_1,A,C|A|S,0.389,9.27,8.85,8.18,1,0.467,0.517,0.346,0.474,1
8947c2e15a6140b6,BAC_1,D,R|C|I,0.434,8.86,8.51,8.57,1,0.302,0.352,0.532,0.361,0
896cfcf5921d40c2,BAC_1,A,S|E|A,0.572,10.03,9.59,9.16,1,0.529,0.576,0.375,0.529,0
de02fc182cbc4bd7,BAC_1,A,E|A|I,0.578,11.65,10.52,11.51,1,0.591,0.99,0.676,0.803,1
57bfe8976f114064,BAC_1,A,S|A|C,0.472,12.2,13.26,10.11,-1,0.611,0.894,0.397,0.72,1
eb28cb055dbe4137,BAC_1,D,S|I|C,0.449,14.42,13.82,13.92,1,0.484,0.409,0.46,0.443,0
d7ce70908e334c99,BAC_1,A,C|E|A,0.524,13.17,12.91,12.27,1,0.5,0.485,0.768,0.533,1
858456de89764222,BAC_1,A,S|A|I,0.47,4.75,4.66,2.78,1,0.566,0.99,0.626,0.787,0
36f1075b187c46ef,BAC_1,D,E|C|S,0.588,11.23,10.94,11.88,1,0.496,0.328,0.357,0.391,0
1732a5d32e2746c3,BAC_1,G2,I|C|E,0.548,11.23,11.91,10.88,-1,0.606,0.628,0.5,0.601,1
947ba044d89a4630,BAC_1,D,R|C|I,0.466,13.35,13.15,13.74,1,0.368,0.278,0.551,0.351,0
3e3ff380244648e0,BAC_1,A,S|E|A,0.46,9.89,9.89,8.6,1,0.367,0.982,0.763,0.734,1
